R-R INTERVAL TROUGHS INDEX, TIME, AMPLITUDE, COMPUTED RESPIRATORY RATE (BREATHS PER MINUTE), BENCHMARK RESPIRATORY RATE (BREATHS PER MINUTE)
2861329,28613.29,240, , 
 , , , 3.125, 3.125
2862627,28626.27,321, , 
2867362,28673.62,375, , 
 , , , 1.25, 5.0
2871164,28711.64,256, , 
2871865,28718.65,316, , 
2876415,28764.15,285, , 
2876933,28769.33,267, , 
2877860,28778.6,225, , 
 , , , 3.125, 3.75
2881861,28818.61,272, , 
2882410,28824.1,295, , 
2886281,28862.81,277, , 
2886817,28868.17,410, , 
2887278,28872.78,238, , 
2888370,28883.7,248, , 
2889515,28895.15,263, , 
 , , , 4.375, 4.375
2891639,28916.39,273, , 
2895562,28955.62,270, , 
2896842,28968.42,261, , 
2899404,28994.04,247, , 
 , , , 2.5, 3.125
2901881,29018.81,323, , 
2908328,29083.28,113, , 
 , , , 1.25, 5.0
2911438,29114.38,284, , 
2912283,29122.83,254, , 
2914872,29148.72,335, , 
 , , , 1.875, 6.25
2918683,29186.83,319, , 
2919343,29193.43,287, , 
2920762,29207.62,287, , 
2923983,29239.83,251, , 
 , , , 2.5, 5.625
2928806,29288.06,277, , 
2929922,29299.22,291, , 
2933051,29330.51,323, , 
2933559,29335.59,260, , 
2934202,29342.02,350, , 
2935421,29354.21,258, , 
2936018,29360.18,246, , 
2937057,29370.57,287, , 
 , , , 5.0, 5.625
2940729,29407.29,289, , 
2941302,29413.02,315, , 
2942394,29423.94,258, , 
2943109,29431.09,275, , 
2944368,29443.68,295, , 
2946134,29461.34,276, , 
 , , , 3.75, 9.375
2948007,29480.07,299
2949026,29490.26,271
2949640,29496.4,314
2950089,29500.89,246
2951082,29510.82,241
2951649,29516.49,223
2952145,29521.45,306
2952582,29525.82,265
2953529,29535.29,256
2954091,29540.91,238
2954897,29548.97,308
2956207,29562.07,254
 , , , 6.0, 8.0
