R-PEAK INDEX, TIME, AMPLITUDE
710497,7104.97,360
710595,7105.95,232
710688,7106.88,239
710782,7107.82,318
710886,7108.86,312
710986,7109.86,232
711089,7110.89,340
711198,7111.98,343
711304,7113.04,210
711406,7114.06,316
711515,7115.15,353
711622,7116.22,225
711727,7117.27,284
711839,7118.39,288
711946,7119.46,211
712042,7120.42,246
712146,7121.46,359
712245,7122.45,253
712329,7123.29,319
712409,7124.09,410
712488,7124.88,288
712566,7125.66,273
712641,7126.41,378
712717,7127.17,389
712797,7127.97,380
712879,7128.79,341
712960,7129.6,288
713038,7130.38,255
713113,7131.13,218
713185,7131.85,236
713259,7132.59,324
713332,7133.32,235
713408,7134.08,227
713491,7134.91,315
713583,7135.83,326
713682,7136.82,229
713777,7137.77,302
713883,7138.83,308
713986,7139.86,246
714085,7140.85,256
714177,7141.77,289
714274,7142.74,332
714380,7143.8,303
714476,7144.76,205
714569,7145.69,289
714662,7146.62,273
714762,7147.62,274
714854,7148.54,251
714945,7149.45,346
715042,7150.42,229
715131,7151.31,245
715222,7152.22,359
715319,7153.19,267
715410,7154.1,213
715506,7155.06,352
715615,7156.15,285
715715,7157.15,220
715810,7158.1,286
715910,7159.1,317
716011,7160.11,249
716112,7161.12,267
716224,7162.24,359
716327,7163.27,267
716423,7164.23,281
716530,7165.3,367
716631,7166.31,261
716722,7167.22,249
716807,7168.07,318
716885,7168.85,337
716963,7169.63,358
717041,7170.41,236
717115,7171.15,296
717190,7171.9,413
717265,7172.65,327
717337,7173.37,286
717406,7174.06,271
717474,7174.74,266
717542,7175.42,307
717614,7176.14,233
717689,7176.89,252
717767,7177.67,315
717849,7178.49,236
717933,7179.33,303
718038,7180.38,370
718143,7181.43,255
718243,7182.43,338
718346,7183.46,334
718442,7184.42,216
718538,7185.38,306
718642,7186.42,284
718740,7187.4,200
718835,7188.35,291
718935,7189.35,326
719032,7190.32,260
719122,7191.22,239
719216,7192.16,325
719310,7193.1,270
719400,7194.0,247
719494,7194.94,351
719596,7195.96,278
719688,7196.88,265
719783,7197.83,324
719883,7198.83,311
719978,7199.78,248
720074,7200.74,311
720177,7201.77,299
720275,7202.75,226
720370,7203.7,340
720468,7204.68,333
720565,7205.65,218
720666,7206.66,306
720755,7207.55,314
720834,7208.34,352
720913,7209.13,317
720996,7209.96,219
721079,7210.79,300
721160,7211.6,369
721242,7212.42,304
721320,7213.2,237
721398,7213.98,371
721471,7214.71,236
721546,7215.46,247
721623,7216.23,303
721711,7217.11,254
721799,7217.99,282
721893,7218.93,355
721994,7219.94,299
722087,7220.87,261
722177,7221.77,349
722274,7222.74,238
722368,7223.68,326
722465,7224.65,290
722562,7225.62,215
722660,7226.6,275
722760,7227.6,305
722859,7228.59,255
722950,7229.5,272
723040,7230.4,363
723129,7231.29,226
723216,7232.16,229
723310,7233.1,345
723412,7234.12,258
723507,7235.07,265
723607,7236.07,314
723713,7237.13,286
723814,7238.14,257
723925,7239.25,342
724035,7240.35,277
724136,7241.36,287
724237,7242.37,286
724339,7243.39,209
724440,7244.4,390
724545,7245.45,303
724645,7246.45,259
724753,7247.53,389
724859,7248.59,273
724957,7249.57,297
725064,7250.64,370
725158,7251.58,302
725240,7252.4,332
725318,7253.18,357
725394,7253.94,269
725468,7254.68,291
725542,7255.42,322
725615,7256.15,354
725694,7256.94,308
725770,7257.7,235
725845,7258.45,316
725918,7259.18,321
725989,7259.89,196
726064,7260.64,329
726141,7261.41,320
726223,7262.23,295
726305,7263.05,272
726398,7263.98,282
726493,7264.93,223
726585,7265.85,258
726680,7266.8,313
726774,7267.74,227
726864,7268.64,234
726954,7269.54,292
727049,7270.49,249
727142,7271.42,194
727231,7272.31,334
727329,7273.29,322
727427,7274.27,250
727519,7275.19,248
727613,7276.13,359
727719,7277.19,345
727818,7278.18,209
727912,7279.12,288
728008,7280.08,345
728108,7281.08,249
728199,7281.99,224
728292,7282.92,356
728386,7283.86,268
728474,7284.74,247
728565,7285.65,320
728678,7286.78,259
728784,7287.84,260
728897,7288.97,337
729007,7290.07,203
729108,7291.08,319
729209,7292.09,355
729308,7293.08,248
729401,7294.01,308
729500,7295.0,357
729598,7295.98,287
729691,7296.91,276
729790,7297.9,367
729879,7298.79,217
729963,7299.63,327
730040,7300.4,280
730114,7301.14,288
730187,7301.87,354
730261,7302.61,312
730334,7303.34,249
730406,7304.06,306
730477,7304.77,370
730550,7305.5,334
730627,7306.27,249
730702,7307.02,184
730775,7307.75,257
730850,7308.5,316
730926,7309.26,229
731004,7310.04,283
731090,7310.9,321
731181,7311.81,300
731269,7312.69,247
731364,7313.64,264
731463,7314.63,311
731554,7315.54,221
731648,7316.48,317
731749,7317.49,266
731843,7318.43,298
731946,7319.46,316
732048,7320.48,259
732143,7321.43,259
732247,7322.47,332
732353,7323.53,269
732455,7324.55,232
732558,7325.58,306
732666,7326.66,318
732762,7327.62,233
732852,7328.52,259
732941,7329.41,321
733039,7330.39,226
733135,7331.35,260
733238,7332.38,371
733342,7333.42,243
733438,7334.38,244
733537,7335.37,385
733636,7336.36,234
733730,7337.3,243
733830,7338.3,336
733922,7339.22,261
734004,7340.04,322
734084,7340.84,366
734167,7341.67,223
734247,7342.47,323
734323,7343.23,318
734397,7343.97,275
734468,7344.68,264
734539,7345.39,295
734609,7346.09,334
734684,7346.84,273
734760,7347.6,216
734840,7348.4,339
734925,7349.25,327
735012,7350.12,244
735101,7351.01,344
735197,7351.97,272
735293,7352.93,280
735390,7353.9,319
735487,7354.87,280
735584,7355.84,255
735685,7356.85,284
735784,7357.84,307
735881,7358.81,269
735970,7359.7,237
736055,7360.55,283
736140,7361.4,340
736231,7362.31,316
736318,7363.18,234
736402,7364.02,237
736490,7364.9,354
736583,7365.83,297
736674,7366.74,250
736773,7367.73,301
736878,7368.78,296
736974,7369.74,214
737078,7370.78,369
737183,7371.83,244
737282,7372.82,230
737383,7373.83,343
737486,7374.86,254
737587,7375.87,249
737682,7376.82,347
737792,7377.92,335
737891,7378.91,234
737986,7379.86,373
738088,7380.88,371
738185,7381.85,267
738273,7382.73,327
738358,7383.58,340
738437,7384.37,340
738513,7385.13,338
738591,7385.91,305
738668,7386.68,233
738744,7387.44,343
738818,7388.18,324
738891,7388.91,229
738964,7389.64,266
739036,7390.36,346
739107,7391.07,276
739178,7391.78,210
739252,7392.52,308
739329,7393.29,318
739414,7394.14,214
739496,7394.96,303
739582,7395.82,292
739680,7396.8,253
739773,7397.73,311
739874,7398.74,296
739974,7399.74,212
740071,7400.71,332
740169,7401.69,267
740263,7402.63,213
740357,7403.57,359
740456,7404.56,309
740551,7405.51,237
740641,7406.41,256
740732,7407.32,305
740832,7408.32,271
740925,7409.25,254
741020,7410.2,345
741118,7411.18,282
741209,7412.09,230
741298,7412.98,301
741394,7413.94,298
741490,7414.9,255
741581,7415.81,245
741673,7416.73,356
741770,7417.7,257
741863,7418.63,269
741965,7419.65,372
742075,7420.75,328
742176,7421.76,199
742278,7422.78,313
742386,7423.86,276
742486,7424.86,240
742592,7425.92,369
742691,7426.91,286
742786,7427.86,255
742882,7428.82,326
742986,7429.86,283
743080,7430.8,212
743179,7431.79,361
743265,7432.65,309
743343,7433.43,324
743420,7434.2,317
743496,7434.96,275
743571,7435.71,319
743645,7436.45,375
743719,7437.19,362
743794,7437.94,277
743868,7438.68,277
743937,7439.37,231
744005,7440.05,224
744074,7440.74,330
744142,7441.42,253
744212,7442.12,230
744286,7442.86,292
744362,7443.62,270
744448,7444.48,214
744534,7445.34,296
744631,7446.31,308
744734,7447.34,244
744829,7448.29,322
744929,7449.29,284
745026,7450.26,232
745116,7451.16,252
745209,7452.09,286
745302,7453.02,255
745391,7453.91,270
745481,7454.81,332
745581,7455.81,291
745674,7456.74,228
745759,7457.59,246
745845,7458.45,279
745933,7459.33,276
746022,7460.22,225
746119,7461.19,341
746221,7462.21,319
746315,7463.15,250
746412,7464.12,314
746520,7465.2,304
746621,7466.21,241
746721,7467.21,322
746821,7468.21,220
746917,7469.17,302
747023,7470.23,361
747119,7471.19,261
747204,7472.04,306
747287,7472.87,355
747364,7473.64,280
747442,7474.42,372
747518,7475.18,282
747601,7476.01,260
747680,7476.8,290
747757,7477.57,311
747833,7478.33,260
747909,7479.09,305
747987,7479.87,349
748067,7480.67,228
748152,7481.52,275
748241,7482.41,341
748345,7483.45,280
748438,7484.38,329
748539,7485.39,331
748644,7486.44,229
748744,7487.44,313
748849,7488.49,336
748951,7489.51,229
749045,7490.45,303
749141,7491.41,297
749237,7492.37,249
749327,7493.27,252
749420,7494.2,341
749513,7495.13,209
749604,7496.04,304
749699,7496.99,347
749799,7497.99,224
749899,7498.99,252
750002,7500.02,343
750105,7501.05,264
750204,7502.04,248
750312,7503.12,358
750416,7504.16,254
750514,7505.14,338
750617,7506.17,333
750720,7507.2,208
750814,7508.14,255
750912,7509.12,372
751009,7510.09,218
751102,7511.02,352
751193,7511.93,366
751277,7512.77,273
751359,7513.59,366
751438,7514.38,260
751517,7515.17,269
751597,7515.97,342
751676,7516.76,287
751751,7517.51,281
751826,7518.26,340
751900,7519.0,293
751976,7519.76,264
752054,7520.54,356
752135,7521.35,293
752224,7522.24,217
752314,7523.14,318
752414,7524.14,266
752509,7525.09,285
752607,7526.07,331
752708,7527.08,273
752805,7528.05,264
752906,7529.06,343
753008,7530.08,225
753105,7531.05,310
753208,7532.08,345
753309,7533.09,263
753407,7534.07,338
753505,7535.05,226
753595,7535.95,224
753684,7536.84,335
753778,7537.78,305
753871,7538.71,244
753960,7539.6,275
754050,7540.5,309
754140,7541.4,271
754230,7542.3,209
754319,7543.19,310
754419,7544.19,354
754519,7545.19,239
754618,7546.18,315
754720,7547.2,301
754820,7548.2,295
754928,7549.28,298
755037,7550.37,210
755136,7551.36,357
755233,7552.33,304
755331,7553.31,235
755422,7554.22,377
755515,7555.15,307
755597,7555.97,334
755676,7556.76,394
755754,7557.54,264
755832,7558.32,314
755908,7559.08,386
755984,7559.84,392
756062,7560.62,274
756136,7561.36,227
756207,7562.07,239
756277,7562.77,292
756346,7563.46,335
756418,7564.18,234
756495,7564.95,218
756576,7565.76,345
756667,7566.67,290
756759,7567.59,270
756856,7568.56,346
756961,7569.61,268
757064,7570.64,278
757176,7571.76,258
757284,7572.84,256
757392,7573.92,324
757497,7574.97,238
757592,7575.92,235
757686,7576.86,344
757782,7577.82,267
757873,7578.73,244
757971,7579.71,332
758080,7580.8,230
758179,7581.79,260
758275,7582.75,312
758371,7583.71,273
758465,7584.65,266
758566,7585.66,322
758669,7586.69,277
758766,7587.66,285
758871,7588.71,320
758979,7589.79,245
759077,7590.77,290
759181,7591.81,363
759286,7592.86,260
759378,7593.78,356
759475,7594.75,300
759573,7595.73,204
759663,7596.63,251
759760,7597.6,345
759847,7598.47,271
759930,7599.3,335
760009,7600.09,282
760085,7600.85,311
760160,7601.6,285
760234,7602.34,251
760306,7603.06,295
760377,7603.77,320
760448,7604.48,318
760520,7605.2,284
760590,7605.9,177
760660,7606.6,230
760729,7607.29,269
760797,7607.97,240
760866,7608.66,210
760944,7609.44,249
761021,7610.21,229
761094,7610.94,230
761162,7611.62,204
761229,7612.29,223
761295,7612.95,270
761359,7613.59,303
761422,7614.22,310
761484,7614.84,290
761548,7615.48,268
761613,7616.13,202
761676,7616.76,237
761739,7617.39,247
761804,7618.04,304
761873,7618.73,258
761943,7619.43,236
762013,7620.13,227
762082,7620.82,282
762155,7621.55,324
762240,7622.4,264
762322,7623.22,215
762400,7624.0,264
762480,7624.8,321
762564,7625.64,243
762645,7626.45,237
762735,7627.35,325
762837,7628.37,285
762933,7629.33,247
763034,7630.34,326
763138,7631.38,270
763236,7632.36,272
763339,7633.39,307
763438,7634.38,241
763532,7635.32,295
763629,7636.29,355
763727,7637.27,223
763820,7638.2,318
763920,7639.2,300
764024,7640.24,264
764114,7641.14,283
764204,7642.04,350
764296,7642.96,269
764390,7643.9,288
764490,7644.9,314
764589,7645.89,245
764680,7646.8,347
764769,7647.69,288
764863,7648.63,250
764957,7649.57,327
765051,7650.51,327
765136,7651.36,262
765215,7652.15,269
765291,7652.91,323
765367,7653.67,288
765441,7654.41,282
765516,7655.16,385
765591,7655.91,366
765670,7656.7,322
765746,7657.46,308
765822,7658.22,299
765895,7658.95,240
765965,7659.65,212
766034,7660.34,247
766103,7661.03,313
766170,7661.7,275
766238,7662.38,259
766310,7663.1,288
766386,7663.86,298
766470,7664.7,219
766555,7665.55,348
766647,7666.47,285
766741,7667.41,217
766834,7668.34,284
766929,7669.29,236
767018,7670.18,280
767107,7671.07,307
767198,7671.98,235
767282,7672.82,237
767368,7673.68,284
767454,7674.54,228
767536,7675.36,244
767622,7676.22,284
767705,7677.05,265
767787,7677.87,213
767874,7678.74,317
767963,7679.63,291
768046,7680.46,243
768133,7681.33,346
768222,7682.22,244
768307,7683.07,246
768395,7683.95,358
768485,7684.85,311
768589,7685.89,255
768683,7686.83,284
768782,7687.82,289
768879,7688.79,212
768972,7689.72,287
769069,7690.69,355
769174,7691.74,264
769276,7692.76,336
769382,7693.82,348
769481,7694.81,220
769579,7695.79,361
769675,7696.75,341
769761,7697.61,282
769843,7698.43,346
769921,7699.21,318
769998,7699.98,258
770074,7700.74,404
770148,7701.48,339
770217,7702.17,236
770285,7702.85,241
770353,7703.53,327
770419,7704.19,393
770436,7704.36,123
770484,7704.84,365
770550,7705.5,336
770616,7706.16,292
770683,7706.83,306
770750,7707.5,293
770818,7708.18,289
770885,7708.85,266
770953,7709.53,290
771022,7710.22,277
771089,7710.89,225
771159,7711.59,293
771231,7712.31,300
771305,7713.05,293
771382,7713.82,263
771458,7714.58,205
771532,7715.32,276
771606,7716.06,285
771683,7716.83,281
771768,7717.68,239
771851,7718.51,249
771941,7719.41,362
772047,7720.47,289
772146,7721.46,320
772249,7722.49,347
772350,7723.5,239
772441,7724.41,275
772537,7725.37,318
772635,7726.35,247
772732,7727.32,321
772821,7728.21,353
772907,7729.07,251
772990,7729.9,241
773078,7730.78,327
773178,7731.78,282
773269,7732.69,242
773373,7733.73,332
773482,7734.82,253
773584,7735.84,343
773694,7736.94,334
773797,7737.97,229
773897,7738.97,364
774000,7740.0,362
774098,7740.98,240
774196,7741.96,380
774299,7742.99,294
774397,7743.97,196
774496,7744.96,317
774600,7746.0,345
774707,7747.07,238
774815,7748.15,366
774927,7749.27,327
775031,7750.31,195
775134,7751.34,360
775240,7752.4,334
775338,7753.38,224
775432,7754.32,304
775522,7755.22,250
775602,7756.02,312
775679,7756.79,394
775753,7757.53,253
775829,7758.29,307
775904,7759.04,390
775982,7759.82,383
776062,7760.62,304
776134,7761.34,243
776206,7762.06,326
776276,7762.76,295
776345,7763.45,243
776418,7764.18,292
776489,7764.89,297
776571,7765.71,282
776652,7766.52,300
776739,7767.39,356
776836,7768.36,283
776926,7769.26,337
777022,7770.22,321
777119,7771.19,238
777213,7772.13,301
777311,7773.11,344
777413,7774.13,248
777508,7775.08,323
777611,7776.11,347
777709,7777.09,245
777803,7778.03,294
777898,7778.98,289
777994,7779.94,226
778084,7780.84,271
778174,7781.74,307
778263,7782.63,275
778354,7783.54,329
778450,7784.5,288
778546,7785.46,215
778636,7786.36,264
778732,7787.32,324
778836,7788.36,326
778937,7789.37,232
779034,7790.34,316
779143,7791.43,341
779248,7792.48,253
779351,7793.51,338
779459,7794.59,341
779558,7795.58,228
779650,7796.5,338
779747,7797.47,314
779832,7798.32,301
779912,7799.12,389
779990,7799.9,389
780070,7800.7,261
780147,7801.47,273
780224,7802.24,342
780303,7803.03,263
780381,7803.81,282
780458,7804.58,301
780533,7805.33,290
780610,7806.1,264
780690,7806.9,342
780773,7807.73,351
780864,7808.64,259
780952,7809.52,327
781053,7810.53,319
781157,7811.57,336
781252,7812.52,222
781347,7813.47,349
781446,7814.46,322
781544,7815.44,256
781635,7816.35,314
781730,7817.3,325
781830,7818.3,278
781923,7819.23,280
782022,7820.22,361
782126,7821.26,281
782222,7822.22,297
782327,7823.27,361
782427,7824.27,243
782521,7825.21,308
782623,7826.23,373
782725,7827.25,265
782822,7828.22,336
782927,7829.27,358
783028,7830.28,233
783124,7831.24,281
783225,7832.25,351
783329,7833.29,242
783427,7834.27,316
783531,7835.31,365
783632,7836.32,212
783727,7837.27,235
783823,7838.23,402
783926,7839.26,350
784020,7840.2,255
784112,7841.12,375
784195,7841.95,318
784272,7842.72,311
784350,7843.5,402
784434,7844.34,270
784526,7845.26,218
784612,7846.12,339
784689,7846.89,283
784764,7847.64,321
784839,7848.39,372
784916,7849.16,259
784996,7849.96,331
785084,7850.84,353
785177,7851.77,249
785270,7852.7,318
785368,7853.68,312
785462,7854.62,210
785553,7855.53,302
785648,7856.48,292
785743,7857.43,239
785833,7858.33,317
785932,7859.32,297
786030,7860.3,253
786123,7861.23,254
786221,7862.21,290
786324,7863.24,253
786420,7864.2,253
786523,7865.23,368
786626,7866.26,240
786721,7867.21,250
786820,7868.2,300
786919,7869.19,229
787012,7870.12,277
787116,7871.16,380
787212,7872.12,213
787305,7873.05,266
787407,7874.07,319
787514,7875.14,313
787615,7876.15,200
787718,7877.18,356
787817,7878.17,276
787905,7879.05,263
787989,7879.89,356
788064,7880.64,295
788136,7881.36,314
788207,7882.07,408
788278,7882.78,322
788353,7883.53,326
788422,7884.22,233
788489,7884.89,269
788554,7885.54,226
788619,7886.19,307
788682,7886.82,365
788748,7887.48,330
788823,7888.23,328
788903,7889.03,291
788989,7889.89,294
789077,7890.77,250
789161,7891.61,194
789240,7892.4,220
789319,7893.19,302
789401,7894.01,282
789483,7894.83,243
789563,7895.63,310
789646,7896.46,292
789740,7897.4,267
789828,7898.28,244
789917,7899.17,295
790015,7900.15,328
790112,7901.12,223
790202,7902.02,265
790296,7902.96,294
790392,7903.92,294
790482,7904.82,228
790572,7905.72,282
790664,7906.64,337
790758,7907.58,254
790845,7908.45,271
790939,7909.39,340
791032,7910.32,246
791124,7911.24,329
791230,7912.3,336
791336,7913.36,240
791432,7914.32,290
791539,7915.39,304
791641,7916.41,247
791736,7917.36,273
791838,7918.38,322
791935,7919.35,243
792026,7920.26,265
792121,7921.21,326
792213,7922.13,205
792297,7922.97,329
792375,7923.75,365
792451,7924.51,303
792525,7925.25,307
792599,7925.99,394
792676,7926.76,286
792752,7927.52,233
792828,7928.28,310
792901,7929.01,289
792973,7929.73,237
793047,7930.47,353
793120,7931.2,278
793195,7931.95,244
793282,7932.82,329
793375,7933.75,267
793468,7934.68,326
793571,7935.71,301
793674,7936.74,244
793775,7937.75,341
793881,7938.81,290
793977,7939.77,291
794078,7940.78,317
794175,7941.75,238
794264,7942.64,272
794354,7943.54,307
794451,7944.51,285
794542,7945.42,210
794641,7946.41,315
794736,7947.36,266
794822,7948.22,338
794908,7949.08,260
794995,7949.95,234
795087,7950.87,335
795178,7951.78,260
795270,7952.7,310
795366,7953.66,304
795464,7954.64,237
795559,7955.59,286
795665,7956.65,353
795770,7957.7,236
795870,7958.7,308
795974,7959.74,284
796076,7960.76,209
796170,7961.7,302
796262,7962.62,337
796348,7963.48,188
796431,7964.31,263
796509,7965.09,388
796584,7965.84,283
796658,7966.58,256
796733,7967.33,368
796809,7968.09,295
796886,7968.86,238
796960,7969.6,253
797034,7970.34,312
797106,7971.06,313
797178,7971.78,258
797252,7972.52,295
797329,7973.29,324
797421,7974.21,289
797508,7975.08,309
797607,7976.07,357
797713,7977.13,243
797814,7978.14,278
797923,7979.23,286
798024,7980.24,239
798118,7981.18,328
798217,7982.17,332
798313,7983.13,206
798405,7984.05,318
798498,7984.98,275
798590,7985.9,263
798677,7986.77,239
798764,7987.64,321
798861,7988.61,297
798960,7989.6,232
799050,7990.5,252
799143,7991.43,304
799242,7992.42,273
799334,7993.34,240
799425,7994.25,334
799526,7995.26,288
799624,7996.24,250
799718,7997.18,362
799820,7998.2,337
799922,7999.22,209
800016,8000.16,341
800120,8001.2,351
800222,8002.22,246
800314,8003.14,257
800410,8004.1,395
800502,8005.02,270
800587,8005.87,295
800672,8006.72,355
800759,8007.59,265
800841,8008.41,320
800924,8009.24,340
801006,8010.06,249
801085,8010.85,299
801163,8011.63,359
801240,8012.4,221
801316,8013.16,266
801390,8013.9,325
801465,8014.65,251
801542,8015.42,270
801624,8016.24,354
801725,8017.25,270
801820,8018.2,298
801928,8019.28,334
802038,8020.38,230
802143,8021.43,298
802250,8022.5,245
802352,8023.52,300
802453,8024.53,325
802550,8025.5,250
802643,8026.43,281
802741,8027.41,332
802838,8028.38,248
802930,8029.3,232
803020,8030.2,316
803115,8031.15,310
803206,8032.06,247
803294,8032.94,268
803388,8033.88,327
803488,8034.88,260
803582,8035.82,271
803679,8036.79,355
803785,8037.85,287
803884,8038.84,254
803988,8039.88,327
804093,8040.93,239
804193,8041.93,249
804300,8043.0,329
804413,8044.13,300
804519,8045.19,241
804618,8046.18,328
804709,8047.09,293
804794,8047.94,258
804884,8048.84,377
804972,8049.72,290
805053,8050.53,322
805132,8051.32,372
805211,8052.11,253
805289,8052.89,258
805368,8053.68,371
805446,8054.46,233
805524,8055.24,255
805602,8056.02,304
805676,8056.76,254
805749,8057.49,259
805825,8058.25,315
805909,8059.09,238
805992,8059.92,264
806079,8060.79,329
806179,8061.79,282
806273,8062.73,218
806366,8063.66,312
806464,8064.64,263
806557,8065.57,284
806659,8066.59,293
806766,8067.66,268
806865,8068.65,307
806967,8069.67,317
807067,8070.67,244
807161,8071.61,273
807260,8072.6,329
807364,8073.64,286
807459,8074.59,251
807553,8075.53,355
807653,8076.53,324
807747,8077.47,247
807838,8078.38,290
807937,8079.37,312
808031,8080.31,225
808120,8081.2,306
808216,8082.16,355
808312,8083.12,241
808405,8084.05,236
808500,8085.0,359
808600,8086.0,242
808696,8086.96,244
808796,8087.96,366
808897,8088.97,250
808993,8089.93,334
809095,8090.95,345
809180,8091.8,273
809261,8092.61,391
809339,8093.39,330
809429,8094.29,282
809509,8095.09,256
809586,8095.86,322
809661,8096.61,352
809737,8097.37,325
809815,8098.15,232
809893,8098.93,275
809972,8099.72,350
810066,8100.66,242
810156,8101.56,303
810259,8102.59,292
810357,8103.57,221
810461,8104.61,344
810565,8105.65,271
810663,8106.63,348
810767,8107.67,249
810869,8108.69,323
810975,8109.75,299
811075,8110.75,215
811171,8111.71,307
811265,8112.65,286
811355,8113.55,259
811445,8114.45,311
811540,8115.4,335
811635,8116.35,273
811726,8117.26,251
811817,8118.17,301
811913,8119.13,289
812010,8120.1,287
812104,8121.04,246
812200,8122.0,235
812298,8122.98,324
812400,8124.0,238
812495,8124.95,287
812592,8125.92,307
812691,8126.91,241
812784,8127.84,314
812886,8128.86,358
812988,8129.88,259
813087,8130.87,271
813195,8131.95,341
813301,8133.01,227
813399,8133.99,369
813496,8134.96,334
813583,8135.83,286
813663,8136.63,387
813740,8137.4,371
813817,8138.17,252
813894,8138.94,339
813970,8139.7,326
814046,8140.46,229
814123,8141.23,295
814197,8141.97,302
814274,8142.74,210
814354,8143.54,291
814438,8144.38,337
814526,8145.26,241
814617,8146.17,339
814713,8147.13,312
814804,8148.04,237
814899,8148.99,315
814998,8149.98,224
815090,8150.9,268
815189,8151.89,327
815285,8152.85,255
815386,8153.86,337
815487,8154.87,264
815582,8155.82,292
815682,8156.82,302
815782,8157.82,271
815876,8158.76,284
815974,8159.74,306
816074,8160.74,261
816170,8161.7,270
816270,8162.7,285
816367,8163.67,354
816476,8164.76,338
816579,8165.79,207
816676,8166.76,269
816776,8167.76,295
816874,8168.74,229
816970,8169.7,347
817067,8170.67,303
817162,8171.62,204
817258,8172.58,392
817364,8173.64,319
817463,8174.63,206
817562,8175.62,373
817659,8176.59,246
817749,8177.49,255
817844,8178.44,342
817934,8179.34,256
818016,8180.16,362
818094,8180.94,380
818170,8181.7,266
818243,8182.43,279
818316,8183.16,338
818386,8183.86,279
818456,8184.56,314
818525,8185.25,353
818598,8185.98,321
818674,8186.74,212
818749,8187.49,259
818825,8188.25,345
818907,8189.07,311
818992,8189.92,198
819077,8190.77,337
819164,8191.64,356
819257,8192.57,217
819348,8193.48,315
819438,8194.38,311
819536,8195.36,237
819627,8196.27,260
819721,8197.21,332
819816,8198.16,267
819905,8199.05,235
819994,8199.94,307
820083,8200.83,273
820169,8201.69,255
820257,8202.57,352
820351,8203.51,268
820442,8204.42,324
820536,8205.36,343
820630,8206.3,254
820718,8207.18,261
820807,8208.07,298
820903,8209.03,273
820996,8209.96,276
821098,8210.98,304
821204,8212.04,227
821305,8213.05,304
821412,8214.12,349
821517,8215.17,212
821611,8216.11,295
821715,8217.15,319
821815,8218.15,227
821902,8219.02,268
821989,8219.89,417
822091,8220.91,306
822184,8221.84,273
822278,8222.78,400
822374,8223.74,292
822461,8224.61,236
822548,8225.48,342
822637,8226.37,303
822724,8227.24,336
822817,8228.17,275
822907,8229.07,255
823006,8230.06,322
823109,8231.09,244
823205,8232.05,277
823311,8233.11,320
823418,8234.18,226
823522,8235.22,356
823630,8236.3,336
823735,8237.35,256
823834,8238.34,344
823939,8239.39,336
824035,8240.35,241
824126,8241.26,285
824226,8242.26,365
824322,8243.22,252
824415,8244.15,342
824510,8245.1,333
824605,8246.05,242
824696,8246.96,317
824794,8247.94,359
824899,8248.99,234
824996,8249.96,363
825092,8250.92,349
825180,8251.8,260
825263,8252.63,347
825343,8253.43,324
825418,8254.18,233
825492,8254.92,297
825565,8255.65,305
825638,8256.38,261
825710,8257.1,277
825783,8257.83,329
825855,8258.55,283
825930,8259.3,249
826006,8260.06,359
826083,8260.83,309
826168,8261.68,231
826251,8262.51,263
826338,8263.38,355
826428,8264.28,228
826513,8265.13,303
826602,8266.02,340
826692,8266.92,246
826780,8267.8,277
826873,8268.73,338
826961,8269.61,257
827051,8270.51,330
827144,8271.44,321
827238,8272.38,216
827330,8273.3,296
827428,8274.28,310
827530,8275.3,236
827625,8276.25,263
827722,8277.22,304
827823,8278.23,328
827916,8279.16,214
828008,8280.08,282
828102,8281.02,285
828198,8281.98,239
828292,8282.92,239
828389,8283.89,363
828491,8284.91,254
828589,8285.89,282
828690,8286.9,362
828799,8287.99,255
828905,8289.05,318
829019,8290.19,351
829127,8291.27,250
829230,8292.3,334
829335,8293.35,297
829433,8294.33,265
829536,8295.36,382
829640,8296.4,260
829739,8297.39,296
829843,8298.43,371
829950,8299.5,280
830047,8300.47,267
830147,8301.47,343
830246,8302.46,253
830333,8303.33,308
830416,8304.16,368
830493,8304.93,249
830568,8305.68,344
830642,8306.42,309
830716,8307.16,261
830789,8307.89,277
830862,8308.62,321
830937,8309.37,271
831014,8310.14,213
831091,8310.91,301
831169,8311.69,275
831250,8312.5,202
831334,8313.34,317
831422,8314.22,358
831516,8315.16,236
831606,8316.06,290
831704,8317.04,287
831802,8318.02,288
831908,8319.08,315
832011,8320.11,232
832112,8321.12,330
832213,8322.13,255
832303,8323.03,221
832395,8323.95,352
832489,8324.89,277
832581,8325.81,243
832675,8326.75,352
832774,8327.74,274
832868,8328.68,243
832962,8329.62,367
833058,8330.58,315
833152,8331.52,217
833241,8332.41,335
833330,8333.3,334
833422,8334.22,245
833513,8335.13,245
833614,8336.14,333
833721,8337.21,266
833820,8338.2,240
833922,8339.22,317
834030,8340.3,262
834129,8341.29,324
834232,8342.32,340
834337,8343.37,268
834434,8344.34,231
834535,8345.35,396
834636,8346.36,288
834730,8347.3,248
834823,8348.23,366
834912,8349.12,260
834994,8349.94,298
835073,8350.73,368
835150,8351.5,295
835228,8352.28,275
835304,8353.04,348
835378,8353.78,287
835454,8354.54,271
835529,8355.29,300
835602,8356.02,324
835675,8356.75,237
835751,8357.51,302
835829,8358.29,284
835915,8359.15,203
835999,8359.99,339
836088,8360.88,285
836183,8361.83,229
836279,8362.79,350
836381,8363.81,245
836476,8364.76,284
836576,8365.76,319
