R-PEAK INDEX, TIME, AMPLITUDE
9904,99.04,318
9984,99.84,283
10063,100.63,347
10141,101.41,294
10228,102.28,263
10313,103.13,287
10401,104.01,317
10481,104.81,298
10560,105.6,281
10647,106.47,324
10739,107.39,279
10827,108.27,329
10912,109.12,295
10995,109.95,277
11080,110.8,266
11172,111.72,306
11266,112.66,347
11355,113.55,306
11440,114.4,255
11522,115.22,309
11605,116.05,277
11691,116.91,261
11775,117.75,330
11856,118.56,326
11937,119.37,287
12027,120.27,344
12119,121.19,308
12206,122.06,270
12289,122.89,280
12377,123.77,295
12469,124.69,347
12562,125.62,285
12654,126.54,302
12743,127.43,293
12835,128.35,335
12929,129.29,310
13020,130.2,273
13107,131.07,271
13195,131.95,293
13286,132.86,332
13377,133.77,255
13463,134.63,245
13542,135.42,330
13616,136.16,335
13689,136.89,337
13770,137.7,344
13869,138.69,343
13960,139.6,333
14045,140.45,277
14123,141.23,328
14198,141.98,292
14273,142.73,307
14360,143.6,324
14448,144.48,320
14534,145.34,339
14618,146.18,321
14699,146.99,285
14776,147.76,295
14850,148.5,310
14923,149.23,350
14999,149.99,319
15079,150.79,332
15159,151.59,297
15237,152.37,278
15316,153.16,304
15393,153.93,254
15468,154.68,256
15541,155.41,287
15612,156.12,261
15681,156.81,279
15748,157.48,247
15815,158.15,242
15884,158.84,297
15955,159.55,238
16027,160.27,321
16097,160.97,270
16167,161.67,325
16241,162.41,312
16325,163.25,302
16414,164.14,320
16502,165.02,318
16592,165.92,309
16683,166.83,322
16773,167.73,306
16862,168.62,308
16951,169.51,303
17042,170.42,316
17126,171.26,296
17205,172.05,278
17281,172.81,295
17354,173.54,273
17427,174.27,308
17499,174.99,309
17571,175.71,305
17644,176.44,290
17720,177.2,286
17796,177.96,294
17874,178.74,317
17952,179.52,344
18029,180.29,358
18103,181.03,329
18178,181.78,320
18259,182.59,369
18343,183.43,357
18426,184.26,288
18505,185.05,286
18583,185.83,291
18660,186.6,301
18736,187.36,296
18811,188.11,290
18885,188.85,288
18958,189.58,268
19031,190.31,278
19103,191.03,276
19175,191.75,269
19246,192.46,278
19316,193.16,281
19384,193.84,232
19450,194.5,242
19516,195.16,268
19580,195.8,284
19643,196.43,257
19706,197.06,284
19768,197.68,257
19828,198.28,220
19889,198.89,281
19950,199.5,265
20014,200.14,253
20086,200.86,286
20164,201.64,240
20242,202.42,287
20317,203.17,247
20394,203.94,282
20472,204.72,243
20552,205.52,241
20631,206.31,241
20711,207.11,291
20789,207.89,293
20867,208.67,259
20951,209.51,263
21034,210.34,305
21114,211.14,316
21197,211.97,270
21280,212.8,302
21359,213.59,311
21436,214.36,317
21516,215.16,298
21598,215.98,307
21681,216.81,288
21757,217.57,287
21828,218.28,239
21899,218.99,310
21968,219.68,287
22040,220.4,320
22115,221.15,330
22195,221.95,339
22272,222.72,289
22353,223.53,330
22436,224.36,281
22519,225.19,292
22597,225.97,289
22672,226.72,278
22747,227.47,261
22819,228.19,221
22890,228.9,234
22958,229.58,245
23027,230.27,231
23096,230.96,295
23168,231.68,311
23245,232.45,300
23327,233.27,293
23407,234.07,275
23484,234.84,284
23560,235.6,294
23634,236.34,246
23710,237.1,281
23786,237.86,281
23862,238.62,306
23939,239.39,258
24019,240.19,327
24099,240.99,294
24179,241.79,252
24259,242.59,318
24338,243.38,260
24419,244.19,327
24500,245.0,247
24579,245.79,306
24659,246.59,265
24737,247.37,265
24817,248.17,243
24892,248.92,292
24964,249.64,180
24992,249.92,113
25036,250.36,205
25109,251.09,239
25179,251.79,248
25253,252.53,294
25328,253.28,239
25406,254.06,278
25486,254.86,277
25564,255.64,236
25644,256.44,250
25721,257.21,303
25799,257.99,316
25877,258.77,279
25956,259.56,310
26035,260.35,283
26113,261.13,257
26194,261.94,297
26276,262.76,254
26356,263.56,254
26436,264.36,264
26516,265.16,246
26595,265.95,230
26672,266.72,280
26747,267.47,304
26822,268.22,320
26902,269.02,273
26984,269.84,249
27070,270.7,293
27149,271.49,296
27224,272.24,255
27296,272.96,230
27369,273.69,296
27438,274.38,266
27508,275.08,238
27588,275.88,319
27669,276.69,308
27754,277.54,338
27846,278.46,305
27938,279.38,268
28024,280.24,288
28103,281.03,271
28179,281.79,274
28254,282.54,327
28330,283.3,340
28408,284.08,279
28492,284.92,310
28575,285.75,246
28657,286.57,252
28735,287.35,329
28813,288.13,305
28894,288.94,303
28977,289.77,267
29063,290.63,294
29153,291.53,248
29239,292.39,223
29322,293.22,281
29400,294.0,269
29477,294.77,282
29556,295.56,264
29639,296.39,286
29726,297.26,258
29812,298.12,270
29895,298.95,290
29979,299.79,247
30062,300.62,286
30144,301.44,297
30228,302.28,309
30317,303.17,262
30408,304.08,276
30498,304.98,285
30584,305.84,311
30666,306.66,315
30749,307.49,342
30834,308.34,339
30920,309.2,328
31007,310.07,306
31096,310.96,270
31180,311.8,302
31261,312.61,279
31341,313.41,337
31420,314.2,291
31502,315.02,308
31582,315.82,304
31662,316.62,299
31737,317.37,226
31811,318.11,275
31883,318.83,292
31953,319.53,238
32022,320.22,274
32091,320.91,329
32161,321.61,264
32236,322.36,280
32319,323.19,342
32406,324.06,309
32490,324.9,228
32572,325.72,246
32653,326.53,306
32733,327.33,285
32815,328.15,334
32900,329.0,317
32986,329.86,257
33069,330.69,271
33151,331.51,266
33231,332.31,301
33316,333.16,277
33408,334.08,339
33503,335.03,289
33594,335.94,284
33678,336.78,305
33760,337.6,325
33843,338.43,283
33928,339.28,314
34016,340.16,310
34105,341.05,280
34188,341.88,234
34270,342.7,235
34354,343.54,279
34443,344.43,294
34535,345.35,289
34625,346.25,257
34715,347.15,287
34805,348.05,244
34891,348.91,287
34978,349.78,318
35067,350.67,342
35152,351.52,274
35235,352.35,323
35312,353.12,308
35386,353.86,359
35463,354.63,338
35548,355.48,296
35635,356.35,243
35716,357.16,245
35796,357.96,323
35875,358.75,352
35955,359.55,300
36040,360.4,273
36124,361.24,291
36209,362.09,271
36297,362.97,248
36383,363.83,269
36471,364.71,282
36555,365.55,280
36639,366.39,223
36721,367.21,212
36805,368.05,237
36886,368.86,247
36965,369.65,255
37040,370.4,311
37113,371.13,326
37185,371.85,345
37262,372.62,328
37351,373.51,276
37441,374.41,296
37527,375.27,270
37608,376.08,315
37688,376.88,285
37769,377.69,282
37849,378.49,293
37928,379.28,256
38006,380.06,259
38083,380.83,319
38163,381.63,342
38242,382.42,279
38325,383.25,343
38410,384.1,333
38495,384.95,331
38578,385.78,262
38660,386.6,305
38741,387.41,329
38820,388.2,336
38895,388.95,306
38969,389.69,255
39045,390.45,247
39121,391.21,230
39200,392.0,243
39279,392.79,314
39359,393.59,276
39440,394.4,238
39518,395.18,301
39597,395.97,324
39677,396.77,359
39752,397.52,291
39827,398.27,295
39903,399.03,261
39980,399.8,265
40060,400.6,314
40141,401.41,251
40221,402.21,317
40304,403.04,331
40389,403.89,254
40478,404.78,238
40564,405.64,306
40649,406.49,325
40734,407.34,333
40827,408.27,335
40923,409.23,323
41015,410.15,264
41104,411.04,321
41189,411.89,283
41270,412.7,314
41350,413.5,284
41428,414.28,251
41508,415.08,317
41588,415.88,254
41669,416.69,308
41697,416.97,141
41748,417.48,338
41831,418.31,354
41917,419.17,339
42001,420.01,269
42083,420.83,295
42163,421.63,348
42243,422.43,346
42318,423.18,271
42393,423.93,267
42469,424.69,324
42546,425.46,286
42627,426.27,286
42711,427.11,292
42790,427.9,306
42868,428.68,299
42944,429.44,287
43019,430.19,244
43090,430.9,248
43161,431.61,306
43230,432.3,314
43298,432.98,323
43365,433.65,295
43432,434.32,284
43497,434.97,267
43562,435.62,297
43627,436.27,300
43692,436.92,234
43758,437.58,246
43824,438.24,269
43896,438.96,245
43969,439.69,262
44041,440.41,211
44114,441.14,228
44186,441.86,301
44256,442.56,311
44325,443.25,312
44393,443.93,325
44461,444.61,318
44529,445.29,315
44599,445.99,325
44672,446.72,303
44744,447.44,285
44815,448.15,289
44886,448.86,281
44957,449.57,250
45031,450.31,305
45107,451.07,314
45183,451.83,271
45258,452.58,301
45333,453.33,218
45407,454.07,225
45483,454.83,311
45560,455.6,321
45636,456.36,278
45715,457.15,325
45791,457.91,266
45867,458.67,273
45941,459.41,266
46014,460.14,283
46086,460.86,267
46157,461.57,290
46230,462.3,293
46305,463.05,258
46381,463.81,327
46458,464.58,376
46478,464.78,135
46486,464.86,171
46534,465.34,295
46562,465.62,111
46609,466.09,296
46682,466.82,286
46754,467.54,268
46825,468.25,288
46896,468.96,319
46968,469.68,326
47039,470.39,252
47109,471.09,309
47180,471.8,334
47249,472.49,319
47318,473.18,273
47387,473.87,294
47455,474.55,300
47524,475.24,323
47593,475.93,295
47661,476.61,318
47729,477.29,302
47796,477.96,253
47862,478.62,243
47928,479.28,272
47994,479.94,260
48060,480.6,324
48125,481.25,297
48189,481.89,227
48254,482.54,242
48317,483.17,271
48381,483.81,222
48444,484.44,246
48509,485.09,231
48576,485.76,240
48643,486.43,263
48710,487.1,204
48778,487.78,207
48846,488.46,161
48915,489.15,230
48982,489.82,153
49050,490.5,208
49116,491.16,243
49182,491.82,239
49247,492.47,298
49312,493.12,234
49382,493.82,299
49458,494.58,299
49533,495.33,235
49606,496.06,238
49678,496.78,317
49752,497.52,326
49795,497.95,107
49826,498.26,246
49898,498.98,213
49969,499.69,258
50041,500.41,311
50113,501.13,314
50184,501.84,243
50256,502.56,245
50326,503.26,224
50395,503.95,199
50464,504.64,286
50531,505.31,317
50597,505.97,357
50662,506.62,303
50727,507.27,330
50791,507.91,290
50854,508.54,289
50917,509.17,310
50980,509.8,291
51043,510.43,223
51107,511.07,255
51171,511.71,207
51240,512.4,234
51311,513.11,238
51385,513.85,222
51461,514.61,237
51536,515.36,271
51610,516.1,249
51683,516.83,249
51758,517.58,294
51834,518.34,260
51909,519.09,226
51982,519.82,270
52052,520.52,240
52121,521.21,243
52188,521.88,263
52254,522.54,239
52321,523.21,297
52390,523.9,250
52467,524.67,238
52545,525.45,228
52627,526.27,232
52710,527.1,221
52792,527.92,231
52872,528.72,222
52950,529.5,250
53028,530.28,316
53107,531.07,328
53186,531.86,290
53273,532.73,278
53363,533.63,244
53451,534.51,232
53538,535.38,224
53622,536.22,197
53703,537.03,232
53783,537.83,260
53859,538.59,325
53936,539.36,319
54023,540.23,285
54117,541.17,331
54216,542.16,221
54305,543.05,234
54391,543.91,305
54478,544.78,303
54572,545.72,318
54666,546.66,276
54763,547.63,285
54858,548.58,264
54947,549.47,251
55037,550.37,304
55126,551.26,298
55209,552.09,213
55289,552.89,242
55364,553.64,315
55439,554.39,345
55517,555.17,311
55595,555.95,299
55669,556.69,281
55741,557.41,269
55811,558.11,299
55881,558.81,324
55955,559.55,305
56034,560.34,262
56115,561.15,305
56194,561.94,272
56272,562.72,257
56350,563.5,317
56429,564.29,264
56512,565.12,309
56596,565.96,211
56679,566.79,231
56758,567.58,306
56836,568.36,252
56916,569.16,322
56999,569.99,278
57080,570.8,273
57157,571.57,254
57231,572.31,244
57305,573.05,313
57378,573.78,269
57456,574.56,284
57543,575.43,229
57625,576.25,277
57705,577.05,305
57789,577.89,334
57874,578.74,272
57955,579.55,247
58036,580.36,271
58118,581.18,332
58203,582.03,293
58291,582.91,287
58378,583.78,268
58462,584.62,276
58546,585.46,327
58633,586.33,316
58719,587.19,259
58805,588.05,249
58889,588.89,246
58968,589.68,297
59043,590.43,318
59118,591.18,354
59199,591.99,322
59292,592.92,264
59375,593.75,284
59453,594.53,334
59529,595.29,274
59608,596.08,327
59686,596.86,292
59763,597.63,235
59841,598.41,317
59922,599.22,334
60007,600.07,289
60091,600.91,289
60179,601.79,315
60268,602.68,227
60355,603.55,259
60442,604.42,306
60527,605.27,241
60613,606.13,244
60697,606.97,304
60785,607.85,349
60884,608.84,269
60979,609.79,248
61071,610.71,315
61159,611.59,289
61239,612.39,329
61315,613.15,299
61391,613.91,294
61470,614.7,289
61552,615.52,279
61630,616.3,298
61707,617.07,307
61784,617.84,277
61869,618.69,342
61958,619.58,260
62044,620.44,257
62128,621.28,302
62213,622.13,332
62304,623.04,322
62404,624.04,299
62502,625.02,235
62602,626.02,315
62700,627.0,288
62792,627.92,228
62885,628.85,273
62977,629.77,277
63062,630.62,228
63142,631.42,312
63221,632.21,313
63305,633.05,291
63396,633.96,305
63486,634.86,223
63570,635.7,308
63660,636.6,314
63748,637.48,307
63833,638.33,231
63916,639.16,235
64004,640.04,310
64093,640.93,265
64178,641.78,311
64266,642.66,345
64363,643.63,338
64461,644.61,291
64550,645.5,295
64634,646.34,288
64725,647.25,262
64812,648.12,319
64895,648.95,242
64976,649.76,261
65059,650.59,329
65150,651.5,312
65239,652.39,240
65325,653.25,289
65411,654.11,338
65507,655.07,315
65600,656.0,231
65682,656.82,280
65758,657.58,254
65833,658.33,323
65905,659.05,338
65977,659.77,276
66052,660.52,280
66125,661.25,230
66195,661.95,244
66266,662.66,269
66338,663.38,270
66420,664.2,343
66514,665.14,314
66608,666.08,280
66703,667.03,319
66802,668.02,263
66900,669.0,292
66997,669.97,306
67092,670.92,231
67186,671.86,260
67283,672.83,249
67374,673.74,234
67459,674.59,250
67541,675.41,300
67631,676.31,301
67724,677.24,283
67813,678.13,269
67898,678.98,260
67988,679.88,286
68076,680.76,277
68165,681.65,330
68253,682.53,296
68339,683.39,219
68424,684.24,250
68518,685.18,269
68614,686.14,232
68706,687.06,281
68803,688.03,334
68905,689.05,289
68992,689.92,275
69070,690.7,314
69145,691.45,297
69221,692.21,312
69302,693.02,315
69380,693.8,254
69456,694.56,251
69531,695.31,311
69609,696.09,323
69698,696.98,285
69788,697.88,294
69885,698.85,340
69984,699.84,231
70074,700.74,242
70166,701.66,279
70267,702.67,317
70370,703.7,270
70469,704.69,282
70563,705.63,278
70655,706.55,303
70748,707.48,244
70840,708.4,235
70928,709.28,243
71012,710.12,284
71100,711.0,321
71193,711.93,225
71284,712.84,236
71368,713.68,244
71455,714.55,364
71548,715.48,262
71639,716.39,273
71728,717.28,346
71811,718.11,220
71892,718.92,304
71974,719.74,345
72058,720.58,296
72141,721.41,302
72244,722.44,335
72353,723.53,328
72450,724.5,241
72541,725.41,283
72624,726.24,319
72713,727.13,286
72808,728.08,306
72904,729.04,280
72996,729.96,238
73088,730.88,342
73185,731.85,252
73274,732.74,292
73366,733.66,288
73454,734.54,274
73549,735.49,349
73642,736.42,244
73743,737.43,301
73834,738.34,252
73919,739.19,273
74009,740.09,342
74105,741.05,267
74202,742.02,279
74293,742.93,280
74380,743.8,278
74479,744.79,280
74577,745.77,261
74664,746.64,269
74754,747.54,303
74848,748.48,235
74942,749.42,243
75032,750.32,324
75129,751.29,305
75220,752.2,291
75304,753.04,242
75391,753.91,344
75496,754.96,271
75581,755.81,251
75661,756.61,344
75744,757.44,375
75835,758.35,259
75923,759.23,235
76008,760.08,336
76090,760.9,317
76172,761.72,247
76249,762.49,253
76326,763.26,346
76406,764.06,341
76494,764.94,278
76578,765.78,259
76664,766.64,319
76756,767.56,320
76847,768.47,268
76933,769.33,292
77026,770.26,257
77113,771.13,218
77199,771.99,268
77290,772.9,310
77378,773.78,263
77464,774.64,301
77559,775.59,318
77657,776.57,270
77749,777.49,245
77838,778.38,282
77939,779.39,309
78037,780.37,228
78130,781.3,271
78220,782.2,303
78299,782.99,299
78376,783.76,348
78453,784.53,351
78529,785.29,307
78603,786.03,284
78673,786.73,277
78745,787.45,351
78828,788.28,366
78945,789.45,362
79042,790.42,254
79128,791.28,291
79210,792.1,350
79295,792.95,358
79385,793.85,311
79474,794.74,249
79563,795.63,255
79654,796.54,305
79756,797.56,337
79858,798.58,251
79957,799.57,251
80055,800.55,291
80157,801.57,291
80253,802.53,264
80352,803.52,254
80447,804.47,219
80540,805.4,284
80631,806.31,292
80725,807.25,245
80815,808.15,221
80901,809.01,235
80993,809.93,323
81085,810.85,248
81174,811.74,304
81266,812.66,283
81350,813.5,318
81436,814.36,294
81520,815.2,375
81616,816.16,332
81710,817.1,279
81798,817.98,331
81888,818.88,367
81974,819.74,268
82054,820.54,319
82137,821.37,349
82230,822.3,343
82328,823.28,266
82421,824.21,311
82517,825.17,348
82611,826.11,281
82701,827.01,299
82791,827.91,334
82887,828.87,248
82984,829.84,263
83076,830.76,297
83174,831.74,305
83271,832.71,240
83367,833.67,264
83467,834.67,291
83571,835.71,273
83666,836.66,283
83764,837.64,308
83870,838.7,256
83957,839.57,296
84037,840.37,351
84125,841.25,380
84232,842.32,290
84322,843.22,321
84402,844.02,299
84484,844.84,385
84573,845.73,274
84658,846.58,248
84743,847.43,325
84829,848.29,314
84918,849.18,293
85008,850.08,275
85098,850.98,250
85186,851.86,259
85281,852.81,318
85375,853.75,288
85463,854.63,240
85554,855.54,318
85646,856.46,282
85740,857.4,225
85829,858.29,231
85920,859.2,298
86016,860.16,309
86107,861.07,228
86197,861.97,290
86298,862.98,345
86398,863.98,288
86492,864.92,266
86585,865.85,290
86700,867.0,270
86805,868.05,222
86891,868.91,305
86969,869.69,357
87044,870.44,344
87124,871.24,317
87211,872.11,352
87293,872.93,345
87371,873.71,286
87446,874.46,322
87518,875.18,290
87589,875.89,271
87661,876.61,270
87735,877.35,319
87811,878.11,331
87896,878.96,305
87989,879.89,312
88079,880.79,277
88172,881.72,347
88274,882.74,315
88367,883.67,289
88458,884.58,274
88557,885.57,306
88650,886.5,225
88740,887.4,242
88831,888.31,325
88923,889.23,279
89011,890.11,277
89098,890.98,291
89187,891.87,255
89273,892.73,311
89361,893.61,255
89453,894.53,222
89540,895.4,274
89627,896.27,304
89725,897.25,336
89823,898.23,220
89916,899.16,260
90009,900.09,290
90110,901.1,264
90208,902.08,278
90304,903.04,362
90414,904.14,291
90507,905.07,296
90589,905.89,340
90668,906.68,395
90762,907.62,351
90865,908.65,264
90950,909.5,324
91031,910.31,350
91111,911.11,314
91192,911.92,221
91273,912.73,234
91355,913.55,360
91445,914.45,347
91535,915.35,232
91626,916.26,283
91721,917.21,300
91822,918.22,294
91914,919.14,236
92005,920.05,309
92104,921.04,271
92202,922.02,253
92297,922.97,244
92406,924.06,272
92513,925.13,277
92623,926.23,259
92710,927.1,299
92790,927.9,357
92872,928.72,335
92969,929.69,324
93057,930.57,283
93137,931.37,282
93218,932.18,367
93303,933.03,250
93389,933.89,316
93478,934.78,295
93564,935.64,231
93655,936.55,300
93748,937.48,264
93837,938.37,263
93932,939.32,285
94047,940.47,269
94150,941.5,290
94246,942.46,271
94338,943.38,342
94442,944.42,309
94545,945.45,253
94637,946.37,254
94727,947.27,364
94818,948.18,280
94907,949.07,289
94999,949.99,311
95098,950.98,336
95196,951.96,225
95291,952.91,243
95389,953.89,345
95493,954.93,282
95587,955.87,227
95678,956.78,350
95787,957.87,279
95887,958.87,286
95971,959.71,286
96050,960.5,373
96133,961.33,333
96233,962.33,274
96316,963.16,279
96397,963.97,384
96483,964.83,292
96571,965.71,241
96654,966.54,293
96738,967.38,337
96825,968.25,286
96911,969.11,241
96997,969.97,338
97086,970.86,277
97180,971.8,243
97277,972.77,310
97369,973.69,270
97460,974.6,256
97548,975.48,244
97639,976.39,317
97737,977.37,265
97831,978.31,213
97919,979.19,257
98009,980.09,330
98103,981.03,312
98195,981.95,209
98283,982.83,249
98371,983.71,347
98461,984.61,284
98546,985.46,252
98635,986.35,335
98745,987.45,306
98847,988.47,302
98930,989.3,316
99008,990.08,359
99083,990.83,390
99156,991.56,285
99227,992.27,326
99298,992.98,352
99370,993.7,298
99446,994.46,335
99525,995.25,313
99606,996.06,297
99693,996.93,302
99791,997.91,306
99879,998.79,255
99971,999.71,302
100066,1000.66,238
100159,1001.59,302
100254,1002.54,336
100350,1003.5,271
100442,1004.42,272
100531,1005.31,321
100623,1006.23,284
100715,1007.15,264
100802,1008.02,221
100890,1008.9,280
100978,1009.78,272
101067,1010.67,272
101155,1011.55,293
101247,1012.47,346
101339,1013.39,246
101431,1014.31,228
101522,1015.22,305
101621,1016.21,344
101722,1017.22,255
101823,1018.23,221
101931,1019.31,351
102041,1020.41,273
102143,1021.43,268
102238,1022.38,257
102343,1023.43,345
102447,1024.47,219
102541,1025.41,260
102622,1026.22,353
102698,1026.98,340
102772,1027.72,369
102859,1028.59,329
102945,1029.45,352
103026,1030.26,322
103107,1031.07,311
103192,1031.92,309
103283,1032.83,264
103369,1033.69,308
103454,1034.54,365
103541,1035.41,294
103627,1036.27,308
103723,1037.23,313
103823,1038.23,274
103915,1039.15,274
104004,1040.04,286
104097,1040.97,299
104188,1041.88,273
104278,1042.78,330
104372,1043.72,272
104466,1044.66,274
104557,1045.57,224
104645,1046.45,302
104741,1047.41,272
104835,1048.35,272
104923,1049.23,233
105016,1050.16,322
105113,1051.13,266
105206,1052.06,241
105300,1053.0,304
105399,1053.99,300
105499,1054.99,270
105599,1055.99,232
105600,1056.0,165
105688,1056.88,321
105768,1057.68,350
105853,1058.53,318
105952,1059.52,262
106046,1060.46,248
106135,1061.35,315
106229,1062.29,361
106322,1063.22,249
106407,1064.07,334
106499,1064.99,303
106594,1065.94,290
106683,1066.83,289
106779,1067.79,355
106887,1068.87,330
106988,1069.88,225
107087,1070.87,276
107184,1071.84,304
107289,1072.89,241
107385,1073.85,268
107475,1074.75,351
107569,1075.69,317
107660,1076.6,220
107749,1077.49,295
107842,1078.42,356
107934,1079.34,259
108021,1080.21,215
108107,1081.07,347
108211,1082.11,378
108307,1083.07,277
108390,1083.9,292
108467,1084.67,317
108544,1085.44,359
108623,1086.23,362
108698,1086.98,309
108770,1087.7,339
108841,1088.41,361
108912,1089.12,299
108989,1089.89,359
109067,1090.67,299
109147,1091.47,285
109231,1092.31,345
109325,1093.25,293
109418,1094.18,238
109506,1095.06,291
109595,1095.95,289
109691,1096.91,339
109786,1097.86,222
109878,1098.78,313
109968,1099.68,282
110059,1100.59,280
110148,1101.48,314
110241,1102.41,321
110334,1103.34,276
110423,1104.23,259
110512,1105.12,274
110606,1106.06,305
110697,1106.97,270
110784,1107.84,254
110872,1108.72,290
110964,1109.64,246
111054,1110.54,239
111150,1111.5,299
111256,1112.56,301
111348,1113.48,209
111433,1114.33,231
111520,1115.2,337
111612,1116.12,314
111704,1117.04,265
111792,1117.92,246
111879,1118.79,356
111970,1119.7,352
112062,1120.62,253
112153,1121.53,278
112241,1122.41,336
112347,1123.47,286
112444,1124.44,260
112526,1125.26,315
112603,1126.03,377
112680,1126.8,385
112765,1127.65,344
112847,1128.47,250
112924,1129.24,291
113000,1130.0,315
113075,1130.75,289
113155,1131.55,260
113235,1132.35,286
113316,1133.16,295
113411,1134.11,342
113505,1135.05,281
113599,1135.99,329
113707,1137.07,348
113811,1138.11,259
113911,1139.11,277
114017,1140.17,284
114119,1141.19,271
114212,1142.12,258
114303,1143.03,367
114400,1144.0,310
114497,1144.97,248
114588,1145.88,279
114676,1146.76,335
114774,1147.74,341
114873,1148.73,269
114965,1149.65,251
115058,1150.58,316
115163,1151.63,317
115261,1152.61,244
115353,1153.53,236
115449,1154.49,312
115549,1155.49,257
115645,1156.45,221
115742,1157.42,318
115852,1158.52,290
115951,1159.51,228
116045,1160.45,240
116148,1161.48,353
116244,1162.44,261
116335,1163.35,291
116415,1164.15,298
116491,1164.91,368
116568,1165.68,360
116652,1166.52,297
116734,1167.34,358
116816,1168.16,348
116904,1169.04,324
116998,1169.98,265
117083,1170.83,287
117165,1171.65,295
117254,1172.54,300
117345,1173.45,300
117433,1174.33,288
117524,1175.24,322
117622,1176.22,288
117716,1177.16,282
117811,1178.11,347
117914,1179.14,326
118016,1180.16,270
118108,1181.08,227
118202,1182.02,292
118300,1183.0,309
118398,1183.98,270
118489,1184.89,274
118575,1185.75,311
118666,1186.66,326
118760,1187.6,261
118848,1188.48,286
118935,1189.35,298
119027,1190.27,301
119118,1191.18,280
119205,1192.05,293
119307,1193.07,380
119419,1194.19,239
119521,1195.21,283
119611,1196.11,335
119692,1196.92,327
119776,1197.76,383
119863,1198.63,272
119945,1199.45,346
120023,1200.23,326
120104,1201.04,379
120192,1201.92,332
120283,1202.83,262
120367,1203.67,289
120454,1204.54,298
120548,1205.48,303
120640,1206.4,241
120728,1207.28,278
120822,1208.22,320
120914,1209.14,280
121006,1210.06,300
121100,1211.0,306
121199,1211.99,270
121301,1213.01,246
121401,1214.01,255
121502,1215.02,291
121608,1216.08,269
121710,1217.1,260
121805,1218.05,238
121903,1219.03,350
122007,1220.07,313
122116,1221.16,222
122211,1222.11,233
122295,1222.95,304
122378,1223.78,370
122475,1224.75,339
122573,1225.73,249
122663,1226.63,296
122753,1227.53,358
122853,1228.53,345
122946,1229.46,289
123033,1230.33,320
123126,1231.26,346
123223,1232.23,295
123313,1233.13,229
123406,1234.06,291
123500,1235.0,328
123590,1235.9,254
123678,1236.78,289
123771,1237.71,347
123869,1238.69,273
123965,1239.65,234
124057,1240.57,282
124155,1241.55,357
124254,1242.54,288
124348,1243.48,215
124436,1244.36,284
124537,1245.37,361
124632,1246.32,277
124716,1247.16,316
124795,1247.95,393
124876,1248.76,306
124956,1249.56,273
125033,1250.33,303
125112,1251.12,333
125195,1251.95,329
125283,1252.83,345
125369,1253.69,245
125451,1254.51,269
125534,1255.34,317
125624,1256.24,283
125714,1257.14,236
125802,1258.02,305
125894,1258.94,348
125992,1259.92,275
126082,1260.82,268
126176,1261.76,342
126277,1262.77,299
126379,1263.79,272
126475,1264.75,243
126573,1265.73,348
126676,1266.76,311
126773,1267.73,264
126861,1268.61,241
126950,1269.5,350
127047,1270.47,298
127141,1271.41,211
127234,1272.34,266
127327,1273.27,325
127432,1274.32,313
127529,1275.29,262
127621,1276.21,222
127715,1277.15,310
127817,1278.17,311
127908,1279.08,224
127996,1279.96,240
128090,1280.9,364
128195,1281.95,300
