R-R INTERVAL TROUGHS INDEX, TIME, AMPLITUDE, COMPUTED RESPIRATORY RATE (BREATHS PER MINUTE), BENCHMARK RESPIRATORY RATE (BREATHS PER MINUTE)
867361,8673.61,75, , 
868217,8682.17,75, , 
869071,8690.71,78, , 
870069,8700.69,109, , 
 , , , 11.875, 23.125
 , , , 0.0, 21.875
 , , , 0.0, 20.625
887603,8876.03,93, , 
887885,8878.85,128, , 
888749,8887.49,102, , 
888963,8889.63,98, , 
889884,8898.84,107, , 
890178,8901.78,87, , 
890540,8905.4,107, , 
892181,8921.81,68, , 
892813,8928.13,116, , 
893454,8934.54,101, , 
893737,8937.37,107, , 
894298,8942.98,125, , 
894794,8947.94,82, , 
895145,8951.45,114, , 
895498,8954.98,106, , 
895782,8957.82,110, , 
896437,8964.37,121, , 
896653,8966.53,123, , 
 , , , 11.25, 17.5
896932,8969.32,98, , 
897851,8978.51,133, , 
898562,8985.62,116, , 
899052,8990.52,85, , 
900035,9000.35,101, , 
900315,9003.15,113, , 
900595,9005.95,68, , 
900945,9009.45,134, , 
901583,9015.83,125, , 
901930,9019.3,72, , 
902770,9027.7,81, , 
903125,9031.25,79, , 
903408,9034.08,93, , 
903971,9039.71,131, , 
904251,9042.51,110, , 
905221,9052.21,115, , 
905563,9055.63,73, , 
906123,9061.23,87, , 
 , , , 11.25, 20.0
906750,9067.5,89, , 
908127,9081.27,136, , 
908401,9084.01,124, , 
908673,9086.73,135, , 
909302,9093.02,111, , 
909587,9095.87,103, , 
911388,9113.88,96, , 
911945,9119.45,110, , 
912849,9128.49,101, , 
913765,9137.65,80, , 
915019,9150.19,76, , 
915369,9153.69,72, , 
 , , , 7.5, 19.375
916272,9162.72,83, , 
916628,9166.28,100, , 
916979,9169.79,91, , 
917609,9176.09,120, , 
918175,9181.75,114, , 
919913,9199.13,106, , 
920190,9201.9,77, , 
920538,9205.38,87, , 
920818,9208.18,110, , 
921165,9211.65,124, , 
921861,9218.61,59, , 
922704,9227.04,113, , 
923053,9230.53,94, , 
923332,9233.32,116, , 
924511,9245.11,80, , 
925417,9254.17,131, , 
 , , , 10.0, 20.0
926040,9260.4,108, , 
927888,9278.88,72, , 
928502,9285.02,91, , 
929958,9299.58,119, , 
931747,9317.47,93, , 
932644,9326.44,105, , 
934483,9344.83,102, , 
935101,9351.01,127, , 
935651,9356.51,84, , 
936276,9362.76,70, , 
936960,9369.6,101, , 
 , , , 6.875, 15.625
 , , , 0.0, 13.125
946304,9463.04,113, , 
946993,9469.93,127, , 
947413,9474.13,77, , 
948925,9489.25,101, , 
950173,9501.73,133, , 
952058,9520.58,130, , 
952675,9526.75,106, , 
953438,9534.38,70, , 
953716,9537.16,101, , 
953990,9539.9,117, , 
 , , , 6.25, 19.375
954540,9545.4,69, , 
954827,9548.27,129, , 
955110,9551.1,89, , 
955385,9553.85,124, , 
955654,9556.54,122, , 
955994,9559.94,122, , 
956274,9562.74,67, , 
956626,9566.26,94, , 
956972,9569.72,107, , 
957809,9578.09,135, , 
958161,9581.61,93, , 
961327,9613.27,111, , 
962019,9620.19,111, , 
963811,9638.11,132, , 
 , , , 8.75, 21.875
964151,9641.51,96, , 
965119,9651.19,86, , 
965325,9653.25,135, , 
965597,9655.97,123, , 
966696,9666.96,63, , 
968009,9680.09,81, , 
969727,9697.27,106, , 
970621,9706.21,100, , 
971174,9711.74,124, , 
971515,9715.15,102, , 
972407,9724.07,94, , 
972749,9727.49,76, , 
972953,9729.53,130, , 
973294,9732.94,92, , 
 , , , 8.75, 18.125
974259,9742.59,64, , 
975698,9756.98,72, , 
976172,9761.72,121, , 
977868,9778.68,127, , 
979157,9791.57,75, , 
979561,9795.61,108, , 
980582,9805.82,89, , 
981191,9811.91,64, , 
982007,9820.07,92, , 
982344,9823.44,109, , 
 , , , 6.25, 15.625
983489,9834.89,104, , 
983762,9837.62,86, , 
983965,9839.65,117, , 
984301,9843.01,110, , 
984571,9845.71,124, , 
984918,9849.18,75, , 
985125,9851.25,135, , 
985397,9853.97,73, , 
985598,9855.98,86, , 
986001,9860.01,127, , 
986278,9862.78,133, , 
986555,9865.55,126, , 
986758,9867.58,123, , 
987160,9871.6,96, , 
987361,9873.61,115, , 
987702,9877.02,123, , 
987975,9879.75,119, , 
988589,9885.89,110, , 
988861,9888.61,107, , 
989408,9894.08,123, , 
989751,9897.51,62, , 
990222,9902.22,102, , 
990772,9907.72,109, , 
991046,9910.46,138, , 
991387,9913.87,86, , 
991660,9916.6,64, , 
991932,9919.32,110, , 
992275,9922.75,91, , 
992549,9925.49,117, , 
992819,9928.19,119, , 
993091,9930.91,115, , 
993365,9933.65,115, , 
993705,9937.05,95, , 
993974,9939.74,95, , 
994307,9943.07,89, , 
994641,9946.41,128, , 
994912,9949.12,93, , 
 , , , 23.125, 18.75
 , , , 0.0, 11.875
1003113,10031.13,62, , 
1004854,10048.54,47, , 
 , , , 1.25, 15.625
1012298,10122.98,103, , 
1014905,10149.05,82, , 
1015866,10158.66,121, , 
1016487,10164.87,86, , 
1017781,10177.81,98, , 
1019405,10194.05,78, , 
1019742,10197.42,66, , 
1021441,10214.41,56, , 
1023604,10236.04,99, , 
 , , , 5.625, 15.0
 , , , 0.0, 16.875
1031339,10313.39,110, , 
1032466,10324.66,79, , 
1033760,10337.6,115, , 
1034031,10340.31,116, , 
1034362,10343.62,64, , 
1034967,10349.67,134, , 
1035514,10355.14,94, , 
1036654,10366.54,84, , 
1039420,10394.2,73, , 
1040569,10405.69,106, , 
1040840,10408.4,120, , 
 , , , 6.875, 17.5
1041179,10411.79,115, , 
1042337,10423.37,81, , 
1043285,10432.85,92, , 
1045570,10455.7,68, , 
1047603,10476.03,125, , 
1048379,10483.79,122, , 
1048727,10487.27,93, , 
1048998,10489.98,114, , 
1049898,10498.98,112, , 
1050181,10501.81,121, , 
 , , , 6.25, 13.125
1050594,10505.94,103, , 
1050940,10509.4,113, , 
1053499,10534.99,109, , 
1054898,10548.98,148, , 
1054945,10549.45,183, , 
1055116,10551.16,68, , 
 , , , 3.75, 6.25
1060856,10608.56,90, , 
1061315,10613.15,112, , 
1061576,10615.76,112, , 
1064858,10648.58,89, , 
1065118,10651.18,136, , 
1065314,10653.14,147, , 
1065576,10655.76,121, , 
1068141,10681.41,114, , 
1068478,10684.78,97, , 
1068696,10686.96,95, , 
 , , , 6.25, 9.375
1071569,10715.69,94, , 
1072043,10720.43,110, , 
1075288,10752.88,58, , 
1075424,10754.24,116, , 
1075623,10756.23,141, , 
1075887,10758.87,91, , 
1076087,10760.87,141, , 
1078721,10787.21,78, , 
1079003,10790.03,79, , 
 , , , 5.625, 9.375
1080875,10808.75,104, , 
1082468,10824.68,87, , 
1082673,10826.73,100, , 
1082912,10829.12,61, , 
1083208,10832.08,142, , 
1084316,10843.16,111, , 
1084881,10848.81,141, , 
1086658,10866.58,84, , 
1086885,10868.85,99, , 
1087111,10871.11,171, , 
1089030,10890.3,78, , 
1089867,10898.67,74, , 
1090020,10900.2,118, , 
1090343,10903.43,71, , 
1090596,10905.96,54, , 
1090717,10907.17,137, , 
 , , , 10.0, 11.875
1092238,10922.38,163, , 
1092636,10926.36,196, , 
1094583,10945.83,118, , 
1097480,10974.8,68, , 
1098272,10982.72,80, , 
1098846,10988.46,148, , 
 , , , 3.75, 11.875
1099147,10991.47,141, , 
1099451,10994.51,80, , 
1099891,10998.91,87, , 
1101588,11015.88,51, , 
1101799,11017.99,43, , 
1102852,11028.52,127, , 
1103287,11032.87,79, , 
1103873,11038.73,89, , 
1105708,11057.08,43, , 
1106385,11063.85,76, , 
1107137,11071.37,93, , 
1107717,11077.17,130, , 
1108089,11080.89,132, , 
 , , , 8.125, 13.125
1109678,11096.78,143, , 
1110698,11106.98,136, , 
 , , , 1.25, 10.625
1117798,11177.98,119, , 
1118559,11185.59,95, , 
1120462,11204.62,127, , 
1124220,11242.2,146, , 
1127369,11273.69,95, , 
 , , , 3.125, 12.5
1128462,11284.62,167, , 
1128620,11286.2,145, , 
1129123,11291.23,62, , 
1137374,11373.74,127, , 
 , , , 2.5, 8.125
1139264,11392.64,54, , 
1139605,11396.05,113, , 
1139815,11398.15,137, , 
1140021,11400.21,132, , 
1143080,11430.8,92, , 
1143289,11432.89,84, , 
1143500,11435.0,136, , 
1143980,11439.8,87, , 
1144114,11441.14,109, , 
 , , , 5.625, 9.375
1147030,11470.3,84, , 
1147313,11473.13,106, , 
1147527,11475.27,68, , 
1147667,11476.67,103, , 
1148140,11481.4,66, , 
1148335,11483.35,132, , 
1151761,11517.61,135, , 
1151970,11519.7,113, , 
1152178,11521.78,118, , 
1155388,11553.88,79, , 
1155533,11555.33,85, , 
 , , , 6.875, 11.25
1159366,11593.66,91, , 
1159588,11595.88,106, , 
1159815,11598.15,110, , 
1160034,11600.34,112, , 
1160243,11602.43,89, , 
1164095,11640.95,70, , 
1164656,11646.56,86, , 
1164858,11648.58,100, , 
1165060,11650.6,69, , 
 , , , 5.625, 11.25
1168312,11683.12,111, , 
1168791,11687.91,114, , 
1172249,11722.49,73, , 
1172471,11724.71,107, , 
 , , , 2.5, 8.75
1176922,11769.22,149, , 
1177057,11770.57,147, , 
1180583,11805.83,68, , 
1180798,11807.98,118, , 
1180941,11809.41,86, , 
 , , , 3.125, 10.625
1185229,11852.29,115, , 
1185654,11856.54,125, , 
1189534,11895.34,141, , 
1189741,11897.41,110, , 
1192894,11928.94,65, , 
1193044,11930.44,121, , 
 , , , 3.75, 11.25
1195124,11951.24,130
1196688,11966.88,86
1197595,11975.95,131
1201166,12011.66,118
 , , , 2.0, 10.5
