R-PEAK INDEX, TIME, AMPLITUDE
283644,2836.44,89
283732,2837.32,112
283817,2838.17,107
283902,2839.02,113
283985,2839.85,114
284069,2840.69,67
284153,2841.53,63
284237,2842.37,111
284318,2843.18,100
284399,2843.99,99
284477,2844.77,85
284553,2845.53,63
284632,2846.32,66
284714,2847.14,84
284795,2847.95,77
284877,2848.77,97
284959,2849.59,71
285042,2850.42,84
285122,2851.22,83
285203,2852.03,59
285285,2852.85,98
285363,2853.63,66
285393,2853.93,69
285530,2855.3,120
285610,2856.1,126
285687,2856.87,132
285764,2857.64,129
285794,2857.94,80
285839,2858.39,154
285913,2859.13,130
285986,2859.86,117
286057,2860.57,85
286087,2860.87,62
286129,2861.29,102
286200,2862.0,100
286271,2862.71,70
286344,2863.44,111
286416,2864.16,115
286489,2864.89,78
286562,2865.62,110
286637,2866.37,107
286787,2867.87,71
286864,2868.64,82
286940,2869.4,86
287016,2870.16,82
287079,2870.79,85
287092,2870.92,104
287095,2870.95,221
287102,2871.02,70
287139,2871.39,64
287163,2871.63,71
287167,2871.67,76
287172,2871.72,63
287242,2872.42,118
287273,2872.73,67
287295,2872.95,75
287304,2873.04,109
287313,2873.13,71
287322,2873.22,87
287342,2873.42,131
287353,2873.53,72
287361,2873.61,157
287454,2874.54,65
287523,2875.23,79
287591,2875.91,76
287657,2876.57,90
287723,2877.23,81
287853,2878.53,67
288105,2881.05,66
288167,2881.67,59
288555,2885.55,68
288839,2888.39,72
288917,2889.17,70
289074,2890.74,71
289152,2891.52,78
289321,2893.21,83
289560,2895.6,71
289635,2896.35,67
289782,2897.82,104
289861,2898.61,108
289952,2899.52,86
290037,2900.37,95
290124,2901.24,130
290154,2901.54,60
290206,2902.06,146
290287,2902.87,161
290367,2903.67,154
290446,2904.46,115
290522,2905.22,105
290596,2905.96,95
290625,2906.25,65
290669,2906.69,118
290697,2906.97,65
290741,2907.41,103
290770,2907.7,62
290813,2908.13,93
290886,2908.86,102
290916,2909.16,68
290961,2909.61,122
291039,2910.39,78
291119,2911.19,69
291200,2912.0,108
291282,2912.82,108
291368,2913.68,86
291454,2914.54,110
291540,2915.4,121
291628,2916.28,124
291715,2917.15,98
291804,2918.04,91
291892,2918.92,110
291981,2919.81,104
292068,2920.68,66
292155,2921.55,91
292239,2922.39,95
292324,2923.24,108
292409,2924.09,94
292494,2924.94,100
292575,2925.75,93
292657,2926.57,84
292739,2927.39,107
292819,2928.19,101
292898,2928.98,64
292978,2929.78,100
293057,2930.57,89
293134,2931.34,64
293163,2931.63,62
293215,2932.15,107
293299,2932.99,125
293377,2933.77,76
293453,2934.53,146
293482,2934.82,77
293529,2935.29,147
293605,2936.05,150
293680,2936.8,108
293712,2937.12,70
293754,2937.54,118
293784,2937.84,67
293828,2938.28,76
293901,2939.01,94
293974,2939.74,91
294048,2940.48,133
294121,2941.21,93
294193,2941.93,98
294266,2942.66,112
294338,2943.38,112
294410,2944.1,84
294482,2944.82,111
294553,2945.53,71
294625,2946.25,96
294698,2946.98,81
294772,2947.72,70
294848,2948.48,66
294927,2949.27,73
295010,2950.1,89
295094,2950.94,108
295178,2951.78,62
295264,2952.64,59
295351,2953.51,80
295439,2954.39,92
295527,2955.27,112
295616,2956.16,108
295707,2957.07,97
295798,2957.98,97
295890,2958.9,101
295981,2959.81,95
296068,2960.68,94
296155,2961.55,70
296241,2962.41,72
296326,2963.26,65
296409,2964.09,90
296491,2964.91,107
296573,2965.73,115
296654,2966.54,91
296735,2967.35,80
296817,2968.17,97
296898,2968.98,101
296980,2969.8,84
297065,2970.65,107
297147,2971.47,104
297228,2972.28,57
297311,2973.11,91
297393,2973.93,72
297422,2974.22,66
297473,2974.73,60
297554,2975.54,73
297635,2976.35,95
297663,2976.63,60
297799,2977.99,122
297830,2978.3,56
297877,2978.77,156
297955,2979.55,113
298033,2980.33,88
298108,2981.08,94
298140,2981.4,70
298184,2981.84,144
298258,2982.58,64
298333,2983.33,84
298406,2984.06,106
298479,2984.79,144
298552,2985.52,81
298624,2986.24,101
298696,2986.96,104
298769,2987.69,102
298842,2988.42,55
298917,2989.17,90
298994,2989.94,124
299072,2990.72,65
299152,2991.52,65
299234,2992.34,84
299317,2993.17,105
299403,2994.03,101
299490,2994.9,105
299577,2995.77,81
299665,2996.65,106
299752,2997.52,111
299838,2998.38,67
299924,2999.24,99
300009,3000.09,73
300094,3000.94,79
300178,3001.78,91
300261,3002.61,94
300344,3003.44,96
300425,3004.25,57
300505,3005.05,90
300583,3005.83,89
300738,3007.38,61
300815,3008.15,102
300892,3008.92,103
300970,3009.7,86
301048,3010.48,96
301125,3011.25,95
301204,3012.04,103
301281,3012.81,97
301359,3013.59,97
301439,3014.39,85
301518,3015.18,81
301596,3015.96,75
301675,3016.75,99
301757,3017.57,116
301834,3018.34,95
301865,3018.65,63
301912,3019.12,69
301993,3019.93,124
302024,3020.24,61
302068,3020.68,54
302148,3021.48,173
302178,3021.78,68
302225,3022.25,131
302254,3022.54,63
302300,3023.0,95
302376,3023.76,112
302405,3024.05,54
302449,3024.49,126
302477,3024.77,70
302521,3025.21,75
302594,3025.94,116
302666,3026.66,98
302695,3026.95,64
302738,3027.38,75
302768,3027.68,62
302811,3028.11,93
302883,3028.83,111
302912,3029.12,58
302957,3029.57,104
303032,3030.32,74
303107,3031.07,83
303186,3031.86,93
303266,3032.66,88
303349,3033.49,80
303435,3034.35,106
303520,3035.2,81
303609,3036.09,110
303698,3036.98,66
303785,3037.85,77
303877,3038.77,93
303967,3039.67,72
304056,3040.56,76
304145,3041.45,94
304233,3042.33,102
304322,3043.22,107
304411,3044.11,76
304495,3044.95,74
304580,3045.8,64
304664,3046.64,90
304747,3047.47,96
304829,3048.29,89
304909,3049.09,85
304987,3049.87,106
305064,3050.64,98
305140,3051.4,61
305218,3052.18,96
305297,3052.97,62
305376,3053.76,98
305456,3054.56,74
305537,3055.37,99
305618,3056.18,103
305698,3056.98,94
305780,3057.8,110
305862,3058.62,89
305942,3059.42,77
306022,3060.22,82
306102,3061.02,92
306180,3061.8,80
306261,3062.61,104
306342,3063.42,65
306372,3063.72,55
306422,3064.22,64
306507,3065.07,104
306586,3065.86,87
306616,3066.16,71
306667,3066.67,90
306751,3067.51,113
306830,3068.3,94
306908,3069.08,109
306986,3069.86,91
307016,3070.16,58
307061,3070.61,97
307091,3070.91,64
307135,3071.35,94
307167,3071.67,56
307208,3072.08,118
307238,3072.38,54
307280,3072.8,64
307353,3073.53,81
307425,3074.25,106
307497,3074.97,85
307527,3075.27,63
307569,3075.69,83
307642,3076.42,79
307714,3077.14,98
307788,3077.88,86
307862,3078.62,57
307937,3079.37,107
308014,3080.14,102
308092,3080.92,74
308170,3081.7,78
308249,3082.49,111
308329,3083.29,66
308409,3084.09,59
308491,3084.91,102
308572,3085.72,97
308655,3086.55,103
308739,3087.39,70
308825,3088.25,63
308913,3089.13,101
309001,3090.01,98
309090,3090.9,61
309178,3091.78,99
309262,3092.62,70
309345,3093.45,104
309425,3094.25,107
309508,3095.08,86
309589,3095.89,87
309670,3096.7,61
309751,3097.51,63
309833,3098.33,71
309913,3099.13,84
309992,3099.92,80
310069,3100.69,69
310147,3101.47,96
310224,3102.24,69
310302,3103.02,89
310377,3103.77,63
310455,3104.55,107
310534,3105.34,90
310613,3106.13,88
310694,3106.94,101
310777,3107.77,106
310857,3108.57,80
310886,3108.86,64
310936,3109.36,63
311018,3110.18,83
311097,3110.97,84
311127,3111.27,64
311174,3111.74,75
311255,3112.55,111
311331,3113.31,87
311361,3113.61,56
311408,3114.08,75
311490,3114.9,139
311521,3115.21,57
311566,3115.66,126
311642,3116.42,150
311717,3117.17,106
311791,3117.91,133
311865,3118.65,110
311938,3119.38,112
311967,3119.67,66
312011,3120.11,108
312041,3120.41,67
312084,3120.84,79
312157,3121.57,98
312230,3122.3,121
312303,3123.03,87
312376,3123.76,75
312451,3124.51,88
312527,3125.27,71
312605,3126.05,97
312682,3126.82,88
312763,3127.63,65
312844,3128.44,61
312925,3129.25,94
313004,3130.04,71
313086,3130.86,98
313170,3131.7,108
313251,3132.51,89
313339,3133.39,106
313427,3134.27,60
313512,3135.12,64
313602,3136.02,73
313697,3136.97,70
313786,3137.86,93
313871,3138.71,98
313955,3139.55,92
314036,3140.36,74
314115,3141.15,102
314192,3141.92,101
314269,3142.69,82
314344,3143.44,54
314419,3144.19,69
314494,3144.94,82
314570,3145.7,76
314646,3146.46,97
314721,3147.21,77
314799,3147.99,74
314881,3148.81,105
314964,3149.64,81
315044,3150.44,68
315126,3151.26,89
315209,3152.09,114
315291,3152.91,94
315372,3153.72,90
315456,3154.56,72
315538,3155.38,63
315618,3156.18,80
315704,3157.04,101
315735,3157.35,62
315874,3158.74,140
315955,3159.55,127
315983,3159.83,71
316035,3160.35,138
316113,3161.13,107
316189,3161.89,133
316219,3162.19,62
316264,3162.64,124
316295,3162.95,68
316339,3163.39,88
316366,3163.66,68
316412,3164.12,129
316442,3164.42,57
316486,3164.86,76
316560,3165.6,144
316591,3165.91,65
316635,3166.35,131
316710,3167.1,68
316739,3167.39,65
316783,3167.83,107
316858,3168.58,69
316935,3169.35,57
317010,3170.1,79
317088,3170.88,92
317167,3171.67,79
317245,3172.45,92
317323,3173.23,105
317402,3174.02,63
317482,3174.82,96
317560,3175.6,107
317639,3176.39,90
317719,3177.19,68
317799,3177.99,60
317878,3178.78,82
317958,3179.58,95
318037,3180.37,98
318117,3181.17,106
318196,3181.96,86
318278,3182.78,103
318359,3183.59,79
318441,3184.41,88
318524,3185.24,70
318607,3186.07,87
318692,3186.92,105
318775,3187.75,91
318858,3188.58,58
318940,3189.4,69
319023,3190.23,72
319104,3191.04,102
319183,3191.83,106
319261,3192.61,79
319340,3193.4,91
319418,3194.18,96
319494,3194.94,85
319572,3195.72,98
319651,3196.51,80
319731,3197.31,107
319809,3198.09,68
319888,3198.88,69
319973,3199.73,86
320056,3200.56,98
320086,3200.86,60
320136,3201.36,86
320216,3202.16,69
320298,3202.98,111
320377,3203.77,53
320458,3204.58,117
320540,3205.4,106
320570,3205.7,64
320620,3206.2,80
320707,3207.07,112
320786,3207.86,125
320865,3208.65,101
320943,3209.43,91
321019,3210.19,124
321097,3210.97,130
321174,3211.74,130
321204,3212.04,68
321253,3212.53,105
321333,3213.33,99
321411,3214.11,129
321445,3214.45,55
321490,3214.9,129
321568,3215.68,75
321647,3216.47,58
321727,3217.27,112
321807,3218.07,99
321891,3218.91,113
321977,3219.77,78
322064,3220.64,82
322151,3221.51,97
322240,3222.4,65
322329,3223.29,86
322416,3224.16,100
322505,3225.05,69
322593,3225.93,100
322679,3226.79,93
322767,3227.67,75
322856,3228.56,86
322944,3229.44,110
323029,3230.29,101
323115,3231.15,74
323200,3232.0,76
323285,3232.85,108
323370,3233.7,61
323453,3234.53,76
323535,3235.35,96
323615,3236.15,66
323695,3236.95,85
323777,3237.77,62
323856,3238.56,84
323936,3239.36,88
324020,3240.2,80
324103,3241.03,90
324135,3241.35,56
324184,3241.84,67
324267,3242.67,106
324351,3243.51,65
324382,3243.82,55
324431,3244.31,76
324516,3245.16,115
324600,3246.0,74
324629,3246.29,63
324681,3246.81,70
324770,3247.7,89
324852,3248.52,101
324880,3248.8,58
324936,3249.36,85
325023,3250.23,130
325104,3251.04,93
325189,3251.89,83
325274,3252.74,83
325302,3253.02,62
325357,3253.57,59
325446,3254.46,137
325479,3254.79,57
325527,3255.27,149
325607,3256.07,146
325685,3256.85,142
325714,3257.14,57
325761,3257.61,137
325835,3258.35,97
325865,3258.65,69
325907,3259.07,108
325938,3259.38,51
325979,3259.79,139
326049,3260.49,122
326080,3260.8,82
326118,3261.18,129
326147,3261.47,59
326187,3261.87,120
326257,3262.57,138
326288,3262.88,55
326329,3263.29,96
326402,3264.02,103
326476,3264.76,79
326554,3265.54,131
326634,3266.34,119
326719,3267.19,68
326807,3268.07,75
326894,3268.94,92
326984,3269.84,102
327076,3270.76,121
327162,3271.62,102
327252,3272.52,124
327343,3273.43,104
327433,3274.33,106
327521,3275.21,82
327607,3276.07,78
327695,3276.95,88
327781,3277.81,98
327866,3278.66,72
327952,3279.52,62
328037,3280.37,68
328121,3281.21,107
328203,3282.03,111
328285,3282.85,88
328364,3283.64,83
328441,3284.41,100
328519,3285.19,106
328600,3286.0,62
328684,3286.84,97
328767,3287.67,110
328852,3288.52,101
328936,3289.36,70
329018,3290.18,66
329105,3291.05,100
329186,3291.86,68
329269,3292.69,81
329360,3293.6,84
329390,3293.9,52
329448,3294.48,76
329479,3294.79,57
329540,3295.4,97
329631,3296.31,93
329662,3296.62,67
329718,3297.18,106
329810,3298.1,81
329842,3298.42,69
329898,3298.98,86
329991,3299.91,112
330023,3300.23,64
330075,3300.75,87
330108,3301.08,71
330158,3301.58,150
330239,3302.39,140
330316,3303.16,95
330347,3303.47,60
330394,3303.94,102
330469,3304.69,126
330545,3305.45,118
330620,3306.2,133
330696,3306.96,91
330772,3307.72,101
330848,3308.48,108
330925,3309.25,92
331002,3310.02,72
331082,3310.82,83
331165,3311.65,79
331250,3312.5,97
331336,3313.36,95
331427,3314.27,104
331608,3316.08,79
331703,3317.03,104
331797,3317.97,118
331889,3318.89,93
331980,3319.8,119
332074,3320.74,81
332168,3321.68,121
332257,3322.57,112
332349,3323.49,75
332440,3324.4,117
332527,3325.27,112
332615,3326.15,94
332700,3327.0,68
332786,3327.86,106
332870,3328.7,78
332953,3329.53,109
333035,3330.35,115
333115,3331.15,101
333194,3331.94,76
333274,3332.74,81
333352,3333.52,59
333434,3334.34,109
333517,3335.17,106
333598,3335.98,100
333682,3336.82,90
333762,3337.62,97
333845,3338.45,104
333933,3339.33,76
334015,3340.15,86
334102,3341.02,105
334184,3341.84,66
334267,3342.67,102
334353,3343.53,115
334434,3344.34,110
334515,3345.15,152
334594,3345.94,118
334626,3346.26,65
334671,3346.71,89
334747,3347.47,99
334820,3348.2,75
334851,3348.51,60
334895,3348.95,97
334969,3349.69,66
335044,3350.44,83
335119,3351.19,83
335195,3351.95,129
335226,3352.26,59
335270,3352.7,99
335347,3353.47,96
335424,3354.24,118
335502,3355.02,90
335581,3355.81,66
335662,3356.62,74
335745,3357.45,101
335827,3358.27,116
335910,3359.1,102
335992,3359.92,83
336074,3360.74,97
336155,3361.55,95
336239,3362.39,87
336324,3363.24,65
336407,3364.07,111
336494,3364.94,73
336582,3365.82,69
336671,3366.71,113
336758,3367.58,79
336846,3368.46,104
336931,3369.31,77
337015,3370.15,60
337099,3370.99,95
337181,3371.81,71
337263,3372.63,97
337342,3373.42,87
337423,3374.23,104
337502,3375.02,70
337582,3375.82,72
337660,3376.6,62
337739,3377.39,105
337819,3378.19,97
337897,3378.97,76
337976,3379.76,90
338057,3380.57,93
338138,3381.38,99
338218,3382.18,76
338380,3383.8,112
338458,3384.58,65
338537,3385.37,58
338622,3386.22,117
338700,3387.0,67
338730,3387.3,64
338782,3387.82,92
338868,3388.68,120
338946,3389.46,67
339026,3390.26,99
339057,3390.57,61
339103,3391.03,155
339136,3391.36,58
339177,3391.77,120
339250,3392.5,134
339280,3392.8,69
339320,3393.2,107
339390,3393.9,96
339421,3394.21,71
339460,3394.6,120
339529,3395.29,87
339559,3395.59,63
339597,3395.97,95
339665,3396.65,65
339695,3396.95,61
339734,3397.34,116
339801,3398.01,134
339822,3398.22,62
339835,3398.35,64
339837,3398.37,58
339850,3398.5,198
339869,3398.69,80
339890,3398.9,152
339895,3398.95,156
339937,3399.37,59
340006,3400.06,75
340141,3401.41,65
340193,3401.93,68
340207,3402.07,143
340234,3402.34,79
340273,3402.73,71
340338,3403.38,69
340389,3403.89,79
340406,3404.06,86
340409,3404.09,148
340416,3404.16,72
340421,3404.21,138
340432,3404.32,109
340456,3404.56,99
340459,3404.59,88
340465,3404.65,223
340510,3405.1,80
340528,3405.28,65
340533,3405.33,125
340594,3405.94,98
340657,3406.57,64
340905,3409.05,77
341028,3410.28,75
341090,3410.9,66
341344,3413.44,75
341409,3414.09,68
341479,3414.79,66
341637,3416.37,72
341719,3417.19,68
341888,3418.88,88
341973,3419.73,109
342056,3420.56,93
342137,3421.37,83
342222,3422.22,99
342305,3423.05,86
342391,3423.91,129
342472,3424.72,93
342554,3425.54,99
342635,3426.35,103
342713,3427.13,111
342792,3427.92,115
342872,3428.72,78
342950,3429.5,76
343032,3430.32,117
343112,3431.12,87
343191,3431.91,123
343272,3432.72,128
343348,3433.48,124
343424,3434.24,140
343499,3434.99,86
343571,3435.71,77
343642,3436.42,92
343671,3436.71,72
343713,3437.13,101
343783,3437.83,103
343853,3438.53,98
343923,3439.23,78
343995,3439.95,92
344066,3440.66,108
344138,3441.38,101
344211,3442.11,64
344283,3442.83,66
344357,3443.57,82
344507,3445.07,79
344581,3445.81,89
344734,3447.34,75
344889,3448.89,77
344968,3449.68,80
345219,3452.19,65
345396,3453.96,70
345483,3454.83,68
345571,3455.71,99
345657,3456.57,68
345743,3457.43,94
345827,3458.27,84
345909,3459.09,78
345989,3459.89,77
346068,3460.68,79
346145,3461.45,88
346298,3462.98,67
346376,3463.76,76
346611,3466.11,80
346688,3466.88,66
346842,3468.42,79
346916,3469.16,85
346988,3469.88,119
347059,3470.59,135
347128,3471.28,75
347198,3471.98,90
347267,3472.67,70
347335,3473.35,86
347403,3474.03,77
347431,3474.31,75
347500,3475.0,68
347538,3475.38,119
347605,3476.05,100
347672,3476.72,87
347738,3477.38,71
347805,3478.05,89
347872,3478.72,74
347968,3479.68,64
348072,3480.72,67
348206,3482.06,84
348273,3482.73,78
348339,3483.39,86
348405,3484.05,97
348472,3484.72,87
348540,3485.4,65
348611,3486.11,107
348686,3486.86,87
348763,3487.63,112
348843,3488.43,110
348922,3489.22,78
349004,3490.04,95
349085,3490.85,83
349166,3491.66,105
349325,3493.25,89
349401,3494.01,104
349477,3494.77,64
349551,3495.51,69
349626,3496.26,84
349700,3497.0,75
349730,3497.3,59
349850,3498.5,88
349927,3499.27,68
350004,3500.04,102
350082,3500.82,100
350160,3501.6,98
350236,3502.36,102
350314,3503.14,105
350391,3503.91,84
350467,3504.67,129
350543,3505.43,118
350619,3506.19,98
350693,3506.93,107
350767,3507.67,125
350841,3508.41,103
350914,3509.14,72
350986,3509.86,119
351058,3510.58,125
351129,3511.29,72
351201,3512.01,100
351271,3512.71,82
351344,3513.44,125
351417,3514.17,92
351492,3514.92,85
351565,3515.65,88
351643,3516.43,97
351721,3517.21,106
351802,3518.02,95
351883,3518.83,79
351966,3519.66,112
352047,3520.47,117
352133,3521.33,110
352218,3522.18,109
352300,3523.0,102
352383,3523.83,105
352465,3524.65,103
352547,3525.47,86
352628,3526.28,102
352706,3527.06,102
352784,3527.84,103
352860,3528.6,69
352935,3529.35,85
353010,3530.1,59
353157,3531.57,96
353230,3532.3,73
353303,3533.03,87
353378,3533.78,96
353453,3534.53,89
353527,3535.27,86
353604,3536.04,59
353682,3536.82,102
353757,3537.57,124
353786,3537.86,109
353832,3538.32,152
353862,3538.62,71
353906,3539.06,127
353980,3539.8,73
354054,3540.54,97
354083,3540.83,68
354125,3541.25,69
354154,3541.54,77
354196,3541.96,107
354267,3542.67,70
354340,3543.4,110
354412,3544.12,113
354486,3544.86,118
354563,3545.63,93
354641,3546.41,104
354721,3547.21,74
354803,3548.03,106
354887,3548.87,98
354970,3549.7,67
355055,3550.55,83
355138,3551.38,83
355220,3552.2,106
355306,3553.06,84
355388,3553.88,60
355470,3554.7,74
355553,3555.53,94
355634,3556.34,87
355715,3557.15,71
355796,3557.96,94
355877,3558.77,93
356041,3560.41,78
356123,3561.23,99
356204,3562.04,76
356282,3562.82,63
356361,3563.61,73
356440,3564.4,110
356515,3565.15,89
356591,3565.91,82
356741,3567.41,90
356817,3568.17,99
356967,3569.67,101
357045,3570.45,99
357120,3571.2,98
357150,3571.5,63
357197,3571.97,73
357274,3572.74,73
357350,3573.5,97
357426,3574.26,93
357503,3575.03,143
357579,3575.79,91
357653,3576.53,106
357729,3577.29,92
357803,3578.03,60
357878,3578.78,107
357954,3579.54,126
358029,3580.29,76
358104,3581.04,110
358180,3581.8,113
358255,3582.55,63
358331,3583.31,68
358408,3584.08,92
358486,3584.86,80
358564,3585.64,86
358641,3586.41,98
358719,3587.19,70
358796,3587.96,80
358874,3588.74,81
358952,3589.52,87
359032,3590.32,100
359114,3591.14,95
359195,3591.95,74
359281,3592.81,66
359367,3593.67,86
359454,3594.54,102
359538,3595.38,89
359627,3596.27,71
359713,3597.13,104
359795,3597.95,79
359877,3598.77,101
360119,3601.19,78
360195,3601.95,97
360271,3602.71,94
360346,3603.46,73
360420,3604.2,87
360495,3604.95,92
360569,3605.69,68
360644,3606.44,125
360719,3607.19,90
360793,3607.93,98
360867,3608.67,103
360940,3609.4,112
361014,3610.14,75
361162,3611.62,103
361192,3611.92,57
361237,3612.37,125
361311,3613.11,80
361461,3614.61,91
361537,3615.37,78
361615,3616.15,108
361693,3616.93,103
361776,3617.76,66
361861,3618.61,100
361945,3619.45,105
362033,3620.33,84
362119,3621.19,70
362205,3622.05,99
362291,3622.91,84
362374,3623.74,75
362457,3624.57,90
362539,3625.39,77
362620,3626.2,102
362698,3626.98,92
362777,3627.77,98
362855,3628.55,82
362934,3629.34,95
363011,3630.11,98
363088,3630.88,81
363167,3631.67,93
363245,3632.45,75
363322,3633.22,67
363400,3634.0,85
363479,3634.79,88
363558,3635.58,56
363589,3635.89,59
363636,3636.36,65
363715,3637.15,82
363794,3637.94,58
363825,3638.25,68
363902,3639.02,61
363954,3639.54,114
364040,3640.4,100
364072,3640.72,61
364200,3642.0,113
364229,3642.29,60
364275,3642.75,118
364348,3643.48,161
364378,3643.78,89
364420,3644.2,135
364449,3644.49,65
364491,3644.91,81
364564,3645.64,90
364593,3645.93,75
364635,3646.35,80
364709,3647.09,79
364784,3647.84,132
364860,3648.6,113
364936,3649.36,83
365013,3650.13,122
365091,3650.91,111
365169,3651.69,110
365246,3652.46,84
365325,3653.25,104
365403,3654.03,66
365481,3654.81,112
365560,3655.6,104
365638,3656.38,69
365715,3657.15,101
365791,3657.91,75
365869,3658.69,68
366022,3660.22,92
366100,3661.0,83
366180,3661.8,70
366258,3662.58,63
366337,3663.37,69
366418,3664.18,78
366498,3664.98,93
366577,3665.77,92
366657,3666.57,91
366737,3667.37,81
366817,3668.17,87
366897,3668.97,70
366978,3669.78,72
367059,3670.59,79
367142,3671.42,94
367226,3672.26,87
367309,3673.09,63
367392,3673.92,96
367472,3674.72,92
367627,3676.27,65
367706,3677.06,77
367784,3677.84,69
367862,3678.62,85
367942,3679.42,87
368020,3680.2,94
368097,3680.97,58
368176,3681.76,71
368254,3682.54,86
368329,3683.29,78
368403,3684.03,68
368477,3684.77,71
368549,3685.49,61
368622,3686.22,59
368696,3686.96,100
368767,3687.67,71
368798,3687.98,62
368841,3688.41,119
368913,3689.13,97
368986,3689.86,111
369058,3690.58,92
369131,3691.31,95
369204,3692.04,91
369276,3692.76,107
369349,3693.49,94
369423,3694.23,104
369496,3694.96,57
369571,3695.71,113
369647,3696.47,60
369724,3697.24,105
369802,3698.02,112
369881,3698.81,60
369963,3699.63,87
370047,3700.47,91
370130,3701.3,97
370215,3702.15,99
370303,3703.03,68
370392,3703.92,83
370482,3704.82,88
370572,3705.72,83
370663,3706.63,105
370752,3707.52,77
370840,3708.4,62
370929,3709.29,75
371016,3710.16,79
371103,3711.03,98
371189,3711.89,100
371274,3712.74,63
371357,3713.57,68
371440,3714.4,86
371523,3715.23,65
371605,3716.05,103
371687,3716.87,99
371768,3717.68,94
371845,3718.45,93
371924,3719.24,90
372002,3720.02,88
372083,3720.83,63
372162,3721.62,64
372243,3722.43,101
372325,3723.25,92
372405,3724.05,93
372484,3724.84,98
372565,3725.65,104
372644,3726.44,84
372676,3726.76,57
372806,3728.06,96
372883,3728.83,75
372914,3729.14,65
372963,3729.63,68
373046,3730.46,116
373124,3731.24,86
373204,3732.04,118
373282,3732.82,141
373313,3733.13,73
373358,3733.58,133
373389,3733.89,58
373433,3734.33,108
373508,3735.08,103
373538,3735.38,61
373581,3735.81,69
373652,3736.52,126
373681,3736.81,67
373723,3737.23,118
373794,3737.94,114
373864,3738.64,97
373935,3739.35,118
374005,3740.05,81
374035,3740.35,67
374075,3740.75,65
374147,3741.47,106
374221,3742.21,90
374295,3742.95,87
374373,3743.73,117
374452,3744.52,108
374532,3745.32,67
374611,3746.11,74
374693,3746.93,77
374773,3747.73,94
374853,3748.53,85
374932,3749.32,70
375013,3750.13,71
375094,3750.94,63
375176,3751.76,69
375256,3752.56,90
375338,3753.38,95
375417,3754.17,58
375498,3754.98,110
375575,3755.75,151
375596,3755.96,161
375652,3756.52,115
375683,3756.83,66
375700,3757.0,201
375728,3757.28,104
375801,3758.01,94
375873,3758.73,70
375943,3759.43,58
376012,3760.12,60
376356,3763.56,57
376430,3764.3,59
376505,3765.05,73
376583,3765.83,61
376666,3766.66,92
376752,3767.52,75
376844,3768.44,96
376934,3769.34,75
377022,3770.22,95
377111,3771.11,81
377197,3771.97,58
377280,3772.8,108
377362,3773.62,67
377443,3774.43,90
377600,3776.0,76
377677,3776.77,68
377753,3777.53,88
377831,3778.31,82
377909,3779.09,67
377990,3779.9,97
378069,3780.69,90
378150,3781.5,100
378233,3782.33,123
378262,3782.62,62
378393,3783.93,116
378424,3784.24,66
378470,3784.7,158
378546,3785.46,142
378621,3786.21,67
378695,3786.95,114
378769,3787.69,82
378844,3788.44,108
378917,3789.17,78
378993,3789.93,106
379067,3790.67,75
379142,3791.42,79
379217,3792.17,95
379293,3792.93,63
379368,3793.68,107
379442,3794.42,105
379517,3795.17,90
379593,3795.93,66
379669,3796.69,76
379746,3797.46,104
379824,3798.24,86
379904,3799.04,97
379982,3799.82,99
380066,3800.66,61
380150,3801.5,87
380234,3802.34,68
380293,3802.93,201
380320,3803.2,90
380406,3804.06,59
380493,3804.93,96
380580,3805.8,91
380666,3806.66,67
380754,3807.54,81
380840,3808.4,77
380923,3809.23,94
381005,3810.05,78
381088,3810.88,90
381170,3811.7,85
381252,3812.52,55
381334,3813.34,62
381417,3814.17,66
381497,3814.97,84
381576,3815.76,101
381654,3816.54,103
381731,3817.31,88
381807,3818.07,86
381882,3818.82,91
381957,3819.57,78
382034,3820.34,65
382111,3821.11,93
382188,3821.88,67
382267,3822.67,101
382347,3823.47,104
382426,3824.26,87
382505,3825.05,84
382585,3825.85,83
382663,3826.63,89
382740,3827.4,88
382771,3827.71,56
382820,3828.2,109
382903,3829.03,102
382934,3829.34,61
382980,3829.8,104
383059,3830.59,139
383136,3831.36,140
383212,3832.12,95
383285,3832.85,92
383315,3833.15,56
383359,3833.59,99
383432,3834.32,104
383461,3834.61,67
383503,3835.03,69
383575,3835.75,64
383647,3836.47,120
383676,3836.76,73
383719,3837.19,119
383790,3837.9,67
383863,3838.63,106
383893,3838.93,58
383935,3839.35,120
384007,3840.07,87
384080,3840.8,75
384153,3841.53,65
384229,3842.29,88
384307,3843.07,77
384388,3843.88,90
384467,3844.67,69
384551,3845.51,101
384637,3846.37,104
384720,3847.2,87
384812,3848.12,72
384912,3849.12,106
384999,3849.99,74
385085,3850.85,86
385170,3851.7,100
385254,3852.54,56
385337,3853.37,59
385418,3854.18,61
385498,3854.98,61
385579,3855.79,90
385658,3856.58,55
385738,3857.38,81
385818,3858.18,75
385896,3858.96,93
385972,3859.72,77
386050,3860.5,93
386129,3861.29,92
386213,3862.13,72
386294,3862.94,104
386373,3863.73,62
386453,3864.53,63
386533,3865.33,91
386612,3866.12,88
386692,3866.92,92
386777,3867.77,79
386859,3868.59,63
386888,3868.88,65
386941,3869.41,90
387027,3870.27,113
387116,3871.16,67
387198,3871.98,105
387282,3872.82,119
387364,3873.64,78
387443,3874.43,91
