R-PEAK INDEX, TIME, AMPLITUDE
623086,6230.86,80
623162,6231.62,62
623239,6232.39,61
623315,6233.15,80
623394,6233.94,63
623474,6234.74,82
623554,6235.54,91
623636,6236.36,82
623731,6237.31,96
623820,6238.2,84
623910,6239.1,75
623999,6239.99,62
624088,6240.88,95
624183,6241.83,100
624276,6242.76,94
624391,6243.91,75
624498,6244.98,70
624600,6246.0,109
624699,6246.99,77
624795,6247.95,84
624894,6248.94,90
624986,6249.86,106
625086,6250.86,119
625176,6251.76,99
625267,6252.67,128
625348,6253.48,137
625382,6253.82,54
625428,6254.28,100
625508,6255.08,108
625586,6255.86,133
625663,6256.63,125
625740,6257.4,122
625771,6257.71,69
625816,6258.16,109
625847,6258.47,57
625892,6258.92,105
625968,6259.68,103
625997,6259.97,59
626044,6260.44,117
626121,6261.21,92
626198,6261.98,87
626275,6262.75,79
626356,6263.56,81
626437,6264.37,103
626520,6265.2,75
626607,6266.07,68
626693,6266.93,88
626778,6267.78,101
626863,6268.63,94
626949,6269.49,69
627032,6270.32,75
627117,6271.17,99
627200,6272.0,84
627283,6272.83,79
627363,6273.63,93
627444,6274.44,83
627525,6275.25,77
627606,6276.06,97
627686,6276.86,87
627766,6277.66,68
627846,6278.46,86
627923,6279.23,72
628001,6280.01,64
628080,6280.8,67
628159,6281.59,61
628239,6282.39,86
628322,6283.22,83
628406,6284.06,69
628489,6284.89,83
628575,6285.75,72
628661,6286.61,80
628744,6287.44,91
628828,6288.28,95
628913,6289.13,82
628997,6289.97,94
629084,6290.84,79
629172,6291.72,96
629260,6292.6,78
629350,6293.5,91
629438,6294.38,94
629528,6295.28,100
629618,6296.18,72
629707,6297.07,103
629795,6297.95,90
629877,6298.77,86
629961,6299.61,73
630047,6300.47,76
630133,6301.33,60
630217,6302.17,90
630301,6303.01,79
630383,6303.83,84
630465,6304.65,63
630547,6305.47,94
630626,6306.26,67
630706,6307.06,93
630786,6307.86,83
630865,6308.65,96
630944,6309.44,70
631024,6310.24,99
631100,6311.0,101
631131,6311.31,59
631174,6311.74,93
631248,6312.48,92
631321,6313.21,125
631393,6313.93,111
631465,6314.65,86
631537,6315.37,118
631566,6315.66,53
631608,6316.08,102
631679,6316.79,63
631750,6317.5,67
631821,6318.21,76
631892,6318.92,84
631963,6319.63,59
632035,6320.35,64
632109,6321.09,73
632185,6321.85,75
632261,6322.61,94
632337,6323.37,96
632414,6324.14,72
632492,6324.92,81
632569,6325.69,63
632646,6326.46,91
632722,6327.22,91
632798,6327.98,75
632872,6328.72,59
632943,6329.43,61
633015,6330.15,65
633087,6330.87,78
633230,6332.3,87
633301,6333.01,75
633373,6333.73,74
633446,6334.46,57
633520,6335.2,58
633594,6335.94,53
633670,6336.7,102
633747,6337.47,70
633826,6338.26,66
633902,6339.02,79
633980,6339.8,93
634057,6340.57,94
634134,6341.34,94
634214,6342.14,84
634292,6342.92,81
634373,6343.73,67
634451,6344.51,93
634531,6345.31,75
634612,6346.12,70
634692,6346.92,76
634771,6347.71,83
634847,6348.47,84
634927,6349.27,83
635008,6350.08,55
635099,6350.99,72
635189,6351.89,104
635273,6352.73,94
635357,6353.57,106
635436,6354.36,75
635515,6355.15,69
635596,6355.96,108
635675,6356.75,103
635757,6357.57,121
635834,6358.34,64
635913,6359.13,95
635988,6359.88,142
636020,6360.2,59
636062,6360.62,131
636135,6361.35,86
636165,6361.65,63
636205,6362.05,140
636275,6362.75,76
636347,6363.47,104
636376,6363.76,60
636417,6364.17,117
636487,6364.87,95
636558,6365.58,104
636589,6365.89,57
636628,6366.28,102
636698,6366.98,64
636770,6367.7,70
636843,6368.43,67
636919,6369.19,108
636999,6369.99,100
637080,6370.8,73
637163,6371.63,73
637245,6372.45,97
637331,6373.31,92
637417,6374.17,87
637504,6375.04,81
637589,6375.89,110
637673,6376.73,68
637757,6377.57,82
637839,6378.39,93
637921,6379.21,80
638002,6380.02,97
638080,6380.8,72
638159,6381.59,76
638238,6382.38,69
638316,6383.16,62
638392,6383.92,83
638470,6384.7,90
638546,6385.46,64
638621,6386.21,86
638697,6386.97,73
638775,6387.75,58
638851,6388.51,61
638931,6389.31,92
639013,6390.13,93
639091,6390.91,82
639246,6392.46,76
639326,6393.26,71
639402,6394.02,84
639481,6394.81,70
639562,6395.62,72
639716,6397.16,83
639796,6397.96,74
639873,6398.73,68
639953,6399.53,81
640031,6400.31,76
640062,6400.62,54
640181,6401.81,89
640257,6402.57,94
640332,6403.32,85
640363,6403.63,73
640407,6404.07,118
640437,6404.37,56
640479,6404.79,63
640552,6405.52,67
640582,6405.82,56
640698,6406.98,74
640772,6407.72,93
640846,6408.46,109
640922,6409.22,109
640998,6409.98,92
641074,6410.74,64
641153,6411.53,85
641232,6412.32,89
641313,6413.13,110
641395,6413.95,98
641477,6414.77,104
641558,6415.58,79
641643,6416.43,98
641727,6417.27,72
641810,6418.1,63
641892,6418.92,102
641973,6419.73,60
642053,6420.53,82
642130,6421.3,63
642207,6422.07,73
642282,6422.82,74
642356,6423.56,78
642429,6424.29,113
642499,6424.99,67
642568,6425.68,60
642638,6426.38,56
642715,6427.15,99
642793,6427.93,105
642867,6428.67,92
642943,6429.43,119
643018,6430.18,92
643093,6430.93,72
643169,6431.69,90
643246,6432.46,64
643326,6433.26,73
643406,6434.06,82
643488,6434.88,78
643572,6435.72,103
643653,6436.53,71
643735,6437.35,72
643818,6438.18,103
643900,6439.0,98
643980,6439.8,72
644062,6440.62,75
644142,6441.42,91
644222,6442.22,66
644299,6442.99,66
644375,6443.75,63
644453,6444.53,66
644532,6445.32,76
644613,6446.13,82
644693,6446.93,81
644772,6447.72,73
644849,6448.49,67
644927,6449.27,64
645006,6450.06,71
645083,6450.83,87
645159,6451.59,70
645237,6452.37,93
645312,6453.12,88
645384,6453.84,66
645461,6454.61,68
645535,6455.35,93
645612,6456.12,73
645692,6456.92,86
645769,6457.69,65
645846,6458.46,96
645924,6459.24,69
645954,6459.54,73
645999,6459.99,102
646030,6460.3,54
646074,6460.74,132
646148,6461.48,79
646220,6462.2,109
646249,6462.49,53
646291,6462.91,101
646362,6463.62,113
646395,6463.95,53
646501,6465.01,54
646572,6465.72,89
646642,6466.42,79
646717,6467.17,92
646790,6467.9,70
646867,6468.67,100
646944,6469.44,75
647026,6470.26,88
647109,6471.09,71
647193,6471.93,104
647277,6472.77,76
647361,6473.61,96
647447,6474.47,101
647533,6475.33,96
647616,6476.16,74
647702,6477.02,72
647788,6477.88,90
647874,6478.74,106
647960,6479.6,74
648044,6480.44,105
648126,6481.26,77
648210,6482.1,96
648292,6482.92,96
648373,6483.73,96
648454,6484.54,67
648534,6485.34,85
648611,6486.11,58
648687,6486.87,74
648762,6487.62,84
648838,6488.38,64
648916,6489.16,64
648993,6489.93,72
649072,6490.72,82
649152,6491.52,84
649232,6492.32,70
649311,6493.11,93
649393,6493.93,93
649474,6494.74,64
649560,6495.6,105
649643,6496.43,98
649729,6497.29,77
649809,6498.09,75
649890,6498.9,98
649975,6499.75,91
650055,6500.55,78
650138,6501.38,69
650220,6502.2,85
650300,6503.0,87
650380,6503.8,98
650460,6504.6,89
650538,6505.38,89
650619,6506.19,76
650774,6507.74,94
650857,6508.57,83
650939,6509.39,70
651024,6510.24,102
651108,6511.08,76
651193,6511.93,100
651278,6512.78,108
651361,6513.61,107
651446,6514.46,108
651526,6515.26,96
651610,6516.1,110
651689,6516.89,83
651768,6517.68,101
651853,6518.53,111
651935,6519.35,61
652018,6520.18,85
652102,6521.02,110
652182,6521.82,110
652264,6522.64,103
652344,6523.44,80
652425,6524.25,114
652506,6525.06,77
652584,6525.84,105
652662,6526.62,141
652692,6526.92,57
652736,6527.36,109
652810,6528.1,92
652879,6528.79,81
652910,6529.1,62
652948,6529.48,111
652978,6529.78,55
653015,6530.15,62
653084,6530.84,120
653114,6531.14,57
653151,6531.51,85
653219,6532.19,128
653287,6532.87,88
653356,6533.56,96
653425,6534.25,87
653496,6534.96,77
653568,6535.68,82
653644,6536.44,92
653721,6537.21,111
653798,6537.98,122
653879,6538.79,93
653962,6539.62,87
654045,6540.45,121
654125,6541.25,120
654206,6542.06,107
654287,6542.87,95
654367,6543.67,109
654447,6544.47,107
654525,6545.25,106
654605,6546.05,81
654686,6546.86,91
654766,6547.66,89
654845,6548.45,96
654923,6549.23,99
655000,6550.0,74
655079,6550.79,95
655157,6551.57,87
655234,6552.34,99
655313,6553.13,88
655389,6553.89,78
655467,6554.67,73
655545,6555.45,66
655620,6556.2,68
655699,6556.99,90
655782,6557.82,95
655863,6558.63,82
655946,6559.46,98
656024,6560.24,96
656102,6561.02,102
656182,6561.82,106
656261,6562.61,92
656335,6563.35,60
656413,6564.13,72
656490,6564.9,96
656567,6565.67,83
656645,6566.45,88
656720,6567.2,84
656750,6567.5,70
656795,6567.95,116
656826,6568.26,57
656868,6568.68,79
656941,6569.41,82
656970,6569.7,61
657014,6570.14,130
657086,6570.86,112
657157,6571.57,86
657186,6571.86,58
657228,6572.28,113
657298,6572.98,69
657369,6573.69,72
657440,6574.4,92
657511,6575.11,89
657585,6575.85,100
657662,6576.62,71
657742,6577.42,58
657823,6578.23,112
657908,6579.08,116
657993,6579.93,88
658077,6580.77,92
658157,6581.57,98
658240,6582.4,104
658323,6583.23,72
658406,6584.06,112
658487,6584.87,96
658569,6585.69,100
658651,6586.51,82
658733,6587.33,94
658811,6588.11,84
658893,6588.93,105
658973,6589.73,77
659052,6590.52,105
659130,6591.3,78
659210,6592.1,95
659290,6592.9,95
659368,6593.68,100
659448,6594.48,79
659527,6595.27,96
659606,6596.06,92
659687,6596.87,92
659766,6597.66,85
659844,6598.44,76
659925,6599.25,64
660006,6600.06,91
660084,6600.84,64
660164,6601.64,82
660242,6602.42,86
660322,6603.22,95
660400,6604.0,59
660477,6604.77,69
660555,6605.55,98
660632,6606.32,68
660783,6607.83,76
660858,6608.58,108
660930,6609.3,105
661003,6610.03,85
661074,6610.74,76
661145,6611.45,110
661215,6612.15,57
661285,6612.85,67
661354,6613.54,60
661424,6614.24,73
661563,6615.63,90
661634,6616.34,89
661707,6617.07,81
661936,6619.36,87
662015,6620.15,92
662095,6620.95,92
662174,6621.74,81
662253,6622.53,67
662335,6623.35,71
662419,6624.19,83
662502,6625.02,68
662581,6625.81,74
662662,6626.62,94
662742,6627.42,64
662822,6628.22,83
662899,6628.99,89
662976,6629.76,85
663053,6630.53,87
663129,6631.29,90
663204,6632.04,88
663280,6632.8,85
663355,6633.55,94
663430,6634.3,84
663507,6635.07,77
663584,6635.84,77
663662,6636.62,81
663741,6637.41,80
663819,6638.19,81
663897,6638.97,96
663976,6639.76,93
664055,6640.55,92
664132,6641.32,87
664212,6642.12,93
664289,6642.89,87
664367,6643.67,95
664445,6644.45,83
664526,6645.26,85
664609,6646.09,63
664696,6646.96,81
664792,6647.92,103
664890,6648.9,113
664984,6649.84,112
665074,6650.74,98
665164,6651.64,109
665249,6652.49,68
665340,6653.4,109
665428,6654.28,98
665519,6655.19,111
665609,6656.09,117
665696,6656.96,83
665789,6657.89,94
665877,6658.77,103
665968,6659.68,94
666051,6660.51,71
666132,6661.32,105
666218,6662.18,102
666302,6663.02,95
666387,6663.87,109
666475,6664.75,110
666557,6665.57,114
666643,6666.43,119
666725,6667.25,119
666809,6668.09,93
666895,6668.95,118
666978,6669.78,117
667065,6670.65,121
667151,6671.51,71
667242,6672.42,99
667328,6673.28,85
667415,6674.15,115
667496,6674.96,72
667575,6675.75,115
667657,6676.57,97
667734,6677.34,80
667813,6678.13,98
667891,6678.91,101
667969,6679.69,90
668048,6680.48,98
668082,6680.82,55
668123,6681.23,95
668198,6681.98,94
668271,6682.71,105
668342,6683.42,138
668412,6684.12,84
668483,6684.83,109
668551,6685.51,111
668618,6686.18,106
668686,6686.86,79
668754,6687.54,64
668823,6688.23,58
668895,6688.95,110
668969,6689.69,94
669044,6690.44,99
669122,6691.22,79
669201,6692.01,108
669279,6692.79,77
669357,6693.57,105
669436,6694.36,116
669514,6695.14,116
669591,6695.91,68
669669,6696.69,84
669745,6697.45,93
669822,6698.22,71
669896,6698.96,65
669970,6699.7,71
670043,6700.43,72
670116,6701.16,85
670188,6701.88,85
670258,6702.58,89
670328,6703.28,102
670398,6703.98,81
670466,6704.66,59
670535,6705.35,97
670604,6706.04,78
670673,6706.73,89
670743,6707.43,62
670772,6707.72,54
670811,6708.11,100
670880,6708.8,88
671017,6710.17,61
671086,6710.86,85
671154,6711.54,79
671224,6712.24,54
671367,6713.67,91
671440,6714.4,72
671518,6715.18,112
671597,6715.97,106
671679,6716.79,83
671760,6717.6,114
671846,6718.46,104
671932,6719.32,86
672016,6720.16,110
672098,6720.98,84
672183,6721.83,90
672268,6722.68,72
672352,6723.52,72
672434,6724.34,96
672518,6725.18,95
672601,6726.01,96
672683,6726.83,64
672762,6727.62,83
672844,6728.44,97
672925,6729.25,85
673005,6730.05,99
673087,6730.87,96
673166,6731.66,88
673247,6732.47,72
673328,6733.28,65
673410,6734.1,102
673493,6734.93,103
673573,6735.73,91
673656,6736.56,102
673736,6737.36,93
673818,6738.18,83
673897,6738.97,89
673976,6739.76,78
674054,6740.54,74
674082,6740.82,53
674130,6741.3,75
674206,6742.06,62
674283,6742.83,94
674357,6743.57,70
674387,6743.87,55
674431,6744.31,81
674506,6745.06,97
674537,6745.37,64
674580,6745.8,128
674611,6746.11,57
674653,6746.53,95
674724,6747.24,74
674754,6747.54,58
674794,6747.94,79
674864,6748.64,70
674934,6749.34,109
674962,6749.62,57
675003,6750.03,77
675138,6751.38,80
675205,6752.05,72
675414,6754.14,88
675488,6754.88,89
675565,6755.65,74
675645,6756.45,102
675726,6757.26,94
675811,6758.11,103
675895,6758.95,90
675977,6759.77,92
676064,6760.64,107
676151,6761.51,90
676235,6762.35,84
676318,6763.18,68
676400,6764.0,106
676482,6764.82,67
676564,6765.64,84
676643,6766.43,61
676721,6767.21,69
676800,6768.0,68
676877,6768.77,56
676952,6769.52,76
677026,6770.26,86
677100,6771.0,60
677174,6771.74,87
677248,6772.48,84
677324,6773.24,89
677400,6774.0,77
677479,6774.79,69
677558,6775.58,81
677639,6776.39,106
677719,6777.19,92
677803,6778.03,95
677883,6778.83,90
677963,6779.63,100
678042,6780.42,85
678117,6781.17,55
678197,6781.97,97
678274,6782.74,69
678357,6783.57,81
678435,6784.35,79
678516,6785.16,80
678595,6785.95,74
678674,6786.74,85
678753,6787.53,74
678831,6788.31,99
678907,6789.07,79
678986,6789.86,98
679060,6790.6,75
679211,6792.11,97
679284,6792.84,131
679356,6793.56,91
679428,6794.28,54
679499,6794.99,105
679528,6795.28,62
679569,6795.69,58
679639,6796.39,62
679708,6797.08,77
679776,6797.76,67
679845,6798.45,105
679983,6799.83,66
680052,6800.52,67
680123,6801.23,62
680195,6801.95,54
680268,6802.68,57
680343,6803.43,98
680417,6804.17,81
680493,6804.93,72
680570,6805.7,67
680648,6806.48,57
680726,6807.26,71
680802,6808.02,76
680880,6808.8,104
680957,6809.57,88
681033,6810.33,85
681109,6811.09,92
681183,6811.83,67
681331,6813.31,58
681404,6814.04,70
681476,6814.76,54
681550,6815.5,89
681622,6816.22,82
681693,6816.93,54
681766,6817.66,92
681837,6818.37,81
681910,6819.1,73
681985,6819.85,71
682059,6820.59,81
682209,6822.09,87
682284,6822.84,87
682362,6823.62,91
682437,6824.37,59
682515,6825.15,91
682592,6825.92,89
682669,6826.69,57
682750,6827.5,101
682829,6828.29,100
682907,6829.07,86
682986,6829.86,93
683062,6830.62,77
683138,6831.38,91
683216,6832.16,103
683290,6832.9,62
683368,6833.68,97
683443,6834.43,55
683519,6835.19,66
683598,6835.98,94
683629,6836.29,57
683671,6836.71,113
683744,6837.44,114
683816,6838.16,86
683844,6838.44,55
683886,6838.86,69
683916,6839.16,59
683957,6839.57,111
684097,6840.97,62
684125,6841.25,57
684168,6841.68,106
684238,6842.38,64
684381,6843.81,92
684454,6844.54,83
684528,6845.28,66
684603,6846.03,56
684681,6846.81,98
684758,6847.58,78
684836,6848.36,95
684992,6849.92,71
685069,6850.69,68
685147,6851.47,62
685225,6852.25,56
685303,6853.03,73
685455,6854.55,57
685530,6855.3,60
685606,6856.06,62
685756,6857.56,85
685832,6858.32,70
685908,6859.08,69
685983,6859.83,83
686058,6860.58,90
686132,6861.32,79
686207,6862.07,85
686281,6862.81,84
686355,6863.55,71
686430,6864.3,74
686503,6865.03,63
686577,6865.77,81
686652,6866.52,92
686726,6867.26,82
686803,6868.03,73
686877,6868.77,74
686953,6869.53,94
687032,6870.32,65
687108,6871.08,61
687187,6871.87,61
687268,6872.68,57
687347,6873.47,91
687429,6874.29,91
687512,6875.12,90
687592,6875.92,95
687675,6876.75,76
687755,6877.55,76
687840,6878.4,85
687924,6879.24,106
688007,6880.07,70
688091,6880.91,84
688172,6881.72,105
688257,6882.57,107
688339,6883.39,96
688421,6884.21,97
688502,6885.02,82
688581,6885.81,84
688663,6886.63,96
688741,6887.41,57
688820,6888.2,91
688898,6888.98,93
688975,6889.75,94
689053,6890.53,97
689128,6891.28,142
689202,6892.02,117
689275,6892.75,105
689346,6893.46,122
689375,6893.75,56
689416,6894.16,120
689486,6894.86,83
689555,6895.55,95
689623,6896.23,118
689691,6896.91,83
689759,6897.59,77
689827,6898.27,89
689897,6898.97,78
689967,6899.67,72
690038,6900.38,78
690110,6901.1,55
690183,6901.83,73
690257,6902.57,75
690407,6904.07,62
690480,6904.8,89
690553,6905.53,98
690625,6906.25,72
690697,6906.97,96
690768,6907.68,86
690839,6908.39,86
690910,6909.1,94
690980,6909.8,78
691051,6910.51,96
691122,6911.22,67
691194,6911.94,79
691265,6912.65,92
691336,6913.36,65
691409,6914.09,81
691481,6914.81,58
691554,6915.54,60
691626,6916.26,75
691699,6916.99,56
691774,6917.74,70
691849,6918.49,92
691926,6919.26,98
692002,6920.02,96
692083,6920.83,100
692162,6921.62,62
692244,6922.44,78
692324,6923.24,83
692406,6924.06,69
692486,6924.86,102
692571,6925.71,107
692653,6926.53,86
692740,6927.4,106
692824,6928.24,102
692907,6929.07,72
692991,6929.91,94
693073,6930.73,99
693154,6931.54,102
693237,6932.37,70
693315,6933.15,59
693395,6933.95,92
693425,6934.25,66
693470,6934.7,153
693542,6935.42,69
693614,6936.14,126
693642,6936.42,55
693684,6936.84,87
693713,6937.13,61
693752,6937.52,76
693821,6938.21,65
693847,6938.47,56
693890,6938.9,77
693959,6939.59,82
694096,6940.96,75
694164,6941.64,87
694375,6943.75,78
694448,6944.48,72
694523,6945.23,64
694601,6946.01,91
694678,6946.78,99
694757,6947.57,110
694837,6948.37,79
694918,6949.18,79
694998,6949.98,80
695078,6950.78,97
695159,6951.59,73
695241,6952.41,57
695320,6953.2,88
695398,6953.98,82
695476,6954.76,63
695554,6955.54,90
695628,6956.28,71
695703,6957.03,72
695778,6957.78,76
695925,6959.25,80
695998,6959.98,87
696069,6960.69,58
696142,6961.42,64
696216,6962.16,78
696369,6963.69,83
696447,6964.47,95
696524,6965.24,88
696605,6966.05,98
696683,6966.83,81
696762,6967.62,64
696841,6968.41,87
696920,6969.2,74
697000,6970.0,86
697080,6970.8,80
697163,6971.63,69
697244,6972.44,70
697330,6973.3,107
697417,6974.17,92
697504,6975.04,107
697595,6975.95,117
697685,6976.85,115
697778,6977.78,88
697864,6978.64,77
697953,6979.53,84
698037,6980.37,94
698126,6981.26,106
698206,6982.06,81
698293,6982.93,106
698373,6983.73,101
698458,6984.58,121
698537,6985.37,85
698617,6986.17,84
698695,6986.95,81
698768,6987.68,95
698842,6988.42,98
698916,6989.16,92
698987,6989.87,70
699061,6990.61,94
699088,6990.88,57
699131,6991.31,93
699201,6992.01,112
699271,6992.71,85
699338,6993.38,57
699406,6994.06,96
699474,6994.74,88
699541,6995.41,82
699675,6996.75,76
699742,6997.42,66
699811,6998.11,70
699879,6998.79,63
700019,7000.19,84
700089,7000.89,79
700160,7001.6,67
700232,7002.32,90
700453,7004.53,93
700528,7005.28,82
700604,7006.04,58
700681,7006.81,64
700756,7007.56,95
700831,7008.31,93
700984,7009.84,68
701058,7010.58,69
701132,7011.32,89
701206,7012.06,82
701280,7012.8,75
701354,7013.54,95
701426,7014.26,93
701498,7014.98,88
701717,7017.17,84
701790,7017.9,63
701864,7018.64,87
701938,7019.38,80
702013,7020.13,73
702091,7020.91,95
702170,7021.7,87
702248,7022.48,66
702329,7023.29,89
702410,7024.1,78
702491,7024.91,99
702574,7025.74,106
702653,7026.53,69
702735,7027.35,85
702814,7028.14,78
702894,7028.94,90
702971,7029.71,70
703051,7030.51,70
703131,7031.31,90
703208,7032.08,86
703286,7032.86,67
703361,7033.61,97
703435,7034.35,97
703508,7035.08,110
703537,7035.37,64
703579,7035.79,115
703649,7036.49,84
703719,7037.19,79
703748,7037.48,67
703788,7037.88,91
703856,7038.56,68
703924,7039.24,73
703992,7039.92,57
704022,7040.22,59
704058,7040.58,96
704084,7040.84,57
704124,7041.24,64
704191,7041.91,63
704258,7042.58,75
704288,7042.88,59
704326,7043.26,69
704356,7043.56,72
704425,7044.25,72
704460,7044.6,62
704489,7044.89,75
704527,7045.27,73
704557,7045.57,97
704593,7045.93,90
704659,7046.59,68
704689,7046.89,87
704753,7047.53,89
704818,7048.18,87
704882,7048.82,80
705040,7050.4,78
705101,7051.01,74
705165,7051.65,84
705239,7052.39,68
705324,7053.24,67
705412,7054.12,97
705497,7054.97,92
705591,7055.91,112
705690,7056.9,95
705792,7057.92,115
705890,7058.9,134
705981,7059.81,138
706073,7060.73,108
706168,7061.68,111
706258,7062.58,124
706348,7063.48,92
706435,7064.35,76
706525,7065.25,102
706611,7066.11,100
706695,7066.95,101
706779,7067.79,82
706863,7068.63,106
706944,7069.44,92
707023,7070.23,86
707102,7071.02,109
707181,7071.81,97
707259,7072.59,69
707337,7073.37,99
707416,7074.16,69
707493,7074.93,103
707569,7075.69,83
707643,7076.43,92
707716,7077.16,56
707789,7077.89,77
707860,7078.6,97
707931,7079.31,75
708072,7080.72,83
708143,7081.43,79
708291,7082.91,75
708367,7083.67,74
708445,7084.45,83
708610,7086.1,62
708692,7086.92,85
708775,7087.75,83
708858,7088.58,85
708941,7089.41,94
709023,7090.23,77
709105,7091.05,67
709188,7091.88,63
709269,7092.69,56
709353,7093.53,79
709515,7095.15,57
709671,7096.71,87
709747,7097.47,80
709821,7098.21,84
709894,7098.94,75
709967,7099.67,65
710039,7100.39,61
710112,7101.12,67
710186,7101.86,76
710261,7102.61,65
710336,7103.36,62
710411,7104.11,72
710486,7104.86,96
710560,7105.6,69
710638,7106.38,100
710715,7107.15,80
710795,7107.95,93
710873,7108.73,81
710955,7109.55,61
711035,7110.35,63
711116,7111.16,87
711200,7112.0,101
711281,7112.81,83
711360,7113.6,55
711438,7114.38,85
711514,7115.14,61
711592,7115.92,76
711667,7116.67,84
711745,7117.45,96
711819,7118.19,75
711895,7118.95,90
711968,7119.68,61
712045,7120.45,107
712118,7121.18,127
712190,7121.9,113
712262,7122.62,79
712333,7123.33,109
712403,7124.03,66
712474,7124.74,58
712543,7125.43,77
712613,7126.13,92
712683,7126.83,59
712753,7127.53,84
712822,7128.22,78
713033,7130.33,88
713104,7131.04,91
713253,7132.53,63
713330,7133.3,62
713485,7134.85,67
713565,7135.65,80
713642,7136.42,89
713721,7137.21,91
713800,7138.0,66
713878,7138.78,83
713954,7139.54,71
714029,7140.29,58
714179,7141.79,63
714252,7142.52,77
714325,7143.25,71
714398,7143.98,60
714545,7145.45,68
714618,7146.18,55
714693,7146.93,58
714766,7147.66,57
714843,7148.43,77
714920,7149.2,91
714997,7149.97,61
715076,7150.76,68
715232,7152.32,83
715312,7153.12,80
715390,7153.9,62
715470,7154.7,56
715552,7155.52,79
715634,7156.34,78
715719,7157.19,86
715801,7158.01,69
715888,7158.88,96
715970,7159.7,59
716057,7160.57,93
716143,7161.43,89
716228,7162.28,59
716314,7163.14,104
716395,7163.95,81
716480,7164.8,102
716559,7165.59,87
716644,7166.44,98
716726,7167.26,89
716809,7168.09,87
716894,7168.94,81
716976,7169.76,66
717060,7170.6,78
717143,7171.43,63
717223,7172.23,65
717306,7173.06,81
717385,7173.85,79
717465,7174.65,66
717547,7175.47,87
717627,7176.27,60
717712,7177.12,105
717792,7177.92,60
717877,7178.77,103
717963,7179.63,100
718045,7180.45,88
718128,7181.28,101
718208,7182.08,99
718291,7182.91,103
718369,7183.69,73
718445,7184.45,78
718524,7185.24,90
718601,7186.01,60
718680,7186.8,75
718759,7187.59,89
718838,7188.38,72
718919,7189.19,99
718999,7189.99,95
719078,7190.78,72
719157,7191.57,96
719234,7192.34,71
719312,7193.12,107
719387,7193.87,114
719418,7194.18,56
719460,7194.6,105
719532,7195.32,87
719604,7196.04,105
719674,7196.74,115
719744,7197.44,79
719813,7198.13,88
719882,7198.82,85
719950,7199.5,74
720088,7200.88,91
720157,7201.57,103
720226,7202.26,66
720296,7202.96,74
720367,7203.67,64
720439,7204.39,87
720510,7205.1,61
720581,7205.81,105
720652,7206.52,67
720724,7207.24,68
720796,7207.96,86
720867,7208.67,92
720939,7209.39,91
721011,7210.11,61
721083,7210.83,70
721155,7211.55,77
721226,7212.26,63
721297,7212.97,87
721368,7213.68,63
721438,7214.38,81
721510,7215.1,67
721584,7215.84,71
721658,7216.58,63
721730,7217.3,77
721804,7218.04,92
721878,7218.78,74
721953,7219.53,94
722030,7220.3,94
722107,7221.07,88
722184,7221.84,93
722264,7222.64,80
722342,7223.42,92
722423,7224.23,100
722500,7225.0,69
722578,7225.78,65
722657,7226.57,84
722686,7226.86,55
722810,7228.1,75
722840,7228.4,70
722884,7228.84,103
722956,7229.56,85
723028,7230.28,82
723058,7230.58,61
723099,7230.99,81
723168,7231.68,70
723237,7232.37,56
723267,7232.67,57
723373,7233.73,69
723509,7235.09,64
723578,7235.78,95
723795,7237.95,81
723871,7238.71,66
723950,7239.5,83
724030,7240.3,93
724109,7241.09,65
724191,7241.91,72
724275,7242.75,87
724356,7243.56,88
724439,7244.39,96
724521,7245.21,97
724603,7246.03,90
724683,7246.83,102
724764,7247.64,84
724844,7248.44,69
724925,7249.25,81
725005,7250.05,67
725082,7250.82,89
725160,7251.6,82
725237,7252.37,74
725313,7253.13,78
725388,7253.88,79
725463,7254.63,70
725538,7255.38,60
725613,7256.13,58
725687,7256.87,80
725763,7257.63,85
725837,7258.37,84
725911,7259.11,59
725988,7259.88,98
726067,7260.67,90
726142,7261.42,123
726218,7262.18,70
726365,7263.65,80
726439,7264.39,79
726583,7265.83,63
726652,7266.52,92
726725,7267.25,68
726870,7268.7,79
726943,7269.43,64
727019,7270.19,80
727099,7270.99,81
727179,7271.79,92
727257,7272.57,69
727337,7273.37,102
727416,7274.16,87
727496,7274.96,63
727576,7275.76,73
727653,7276.53,80
727731,7277.31,71
727809,7278.09,85
727886,7278.86,68
727962,7279.62,71
728037,7280.37,68
728111,7281.11,58
728185,7281.85,61
728258,7282.58,76
728331,7283.31,70
728402,7284.02,61
728473,7284.73,70
728686,7286.86,63
728756,7287.56,69
728827,7288.27,72
728897,7288.97,69
728968,7289.68,67
729042,7290.42,77
729114,7291.14,55
729188,7291.88,63
729266,7292.66,82
729340,7293.4,120
729413,7294.13,79
729487,7294.87,64
729559,7295.59,64
729588,7295.88,55
729701,7297.01,74
729730,7297.3,65
729770,7297.7,99
729838,7298.38,91
729905,7299.05,79
729935,7299.35,55
729971,7299.71,89
730038,7300.38,97
730105,7301.05,68
730176,7301.76,67
730247,7302.47,70
730317,7303.17,72
730387,7303.87,69
730528,7305.28,77
730599,7305.99,60
730747,7307.47,59
730823,7308.23,71
730899,7308.99,79
731054,7310.54,58
731132,7311.32,57
731210,7312.1,68
731289,7312.89,87
731441,7314.41,76
731516,7315.16,73
